Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Entry	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
OT_ostta01g04600	494211.7242	462059.6435	633692.7572	570107.5464	569809.942	592836.5581	473823.7054	501049.821	456918.842	541413.3413	523879.9511	622550.0559	338657.6651	469947.7124	451616.9219	641632.4104	512023.162	521307.4927	479363.1056	415871.5428	414661.5054	498196.4845	615919.5029	550126.9261	518253.1342	463840.3128	494888.7342	420761.4791	441790.3663	563556.3315	508492.289266667	641632.4104	0.0111838075537002	A0A090M2P6	1411	22.31	25.22
OT_ostta01g04810	330471.9906	454170.7795	631342.8734	510227.6125	600094.8027	185076.3692	643191.8122	589541.8272	214399.7306	422867.0856	447233.6148	715685.763	296692.3214	9741.030491	246744.205	128594.1778	26863.42028	171828.3047	140975.4248	136505.9758	186235.7337	255580.5618	184219.0108	140689.5365	230327.2121	239618.9042	155832.6995	141109.6252	175564.7075	10791.98275	287407.303187367	715685.763	0.855088375413939	A0A090N2T7	231	22.59	25.36
OT_ostta01g04920	7220234.075	7181822.317	7997488.691	7454243.468	7469924.156	7539832.104	7108443.907	7881214.492	7148477.919	7787850.167	6794729.129	8523983.851	6617671.257	7425274.01	6576799.931	7823259.898	6941314.695	6352148.49	6488831.608	7657138.591	6471971.391	6961285.709	7661534.856	7856152.209	6855439.96	8388930.848	6536859.534	6091035.07	6275265.051	6983112.724	7202409.0036	8523983.851	0.869622676272544	A0A090LY64	680	21.68	23.82
OT_ostta01g04940	2305669.957	2452522.776	2536747.964	1804766.48	2052676.069	1880234.59	2037307.56	2405335.919	2347882.374	1680978.543	1589494.363	1901296.221	2106622.897	2595550.256	1927076.435	1459796.891	2109253.05	1328833.615	2000436.145	2350806.389	1863720.927	1438930.538	2113508.119	1403658.462	1715110.982	2600213.327	2757575.011	1805961.664	1573541.616	2057176.49	2006756.18766667	2757575.011	0.000959812156202127	A0A090LYE8	253	23.49	25.78
OT_ostta01g05020	39891391.48	35442849.37	42333983.55	39761913.78	37408557.05	41491706.44	38559344.44	39870158.33	38091083.81	42027428.96	36713582.74	46202674.69	33235823.43	38935459.87	39470809.38	42857811.6	36966244.6	37983752.37	34752649.9	35977601.07	36177549.18	38722451.83	45194473.27	42640368.95	39291251.75	38049592.4	40191008.31	34642587.42	34922001.24	35025935.37	38761068.2193333	46202674.69	0.669105665280855	A0A090M4C4	725	22.82	25.06
OT_ostta01g05210	609690.7404	673192.3	855254.8108	653844.4253	665017.7411	585737.984	612396.9036	804967.7659	745737.7477	713402.3584	616043.6754	753540.1592	486259.6244	754525.7001	602455.6329	585877.7926	533500.715	530327.0046	520436.2843	616518.0647	503120.5515	629941.6958	681756.7697	531622.1508	496401.215	434826.4723	642609.1635	540366.7739	517314.4171	355172.0027	608395.28809	855254.8108	0.110621916240979	A0A090M2T8	602	21.94	23.66
OT_ostta01g05260	1724083.579	1741745.008	1931315.954	1579563.655	1574030.661	1588066.968	1477349.344	1629090.546	1520840.072	1465881.304	1414421.866	1665047.466	1259608.433	1517980.645	1587624.042	1474664.16	1128426.991	1233562.569	1264868.567	1712249.712	1288868.205	1459280.982	1661437.161	1482634.242	1503250.678	1851280.995	1448446.924	1171742.294	1152508.255	1314440.143	1494143.71403333	1931315.954	0.127390610917731	A0A090LYG7	642	21.66	23.85
OT_ostta01g05290	3380075.591	3078424.156	4144448.379	2785951.763	3533311.34	3163715.035	3119630.625	2938274.049	3137379.041	4010850.38	3306527.518	3921415.809	3605677.625	2528260.878	3176519.561	2828576.79	3334470.837	3229216.373	3025241.453	3164694.395	2645926.466	3372859.561	3540398.534	3494367.409	3248652.749	3126388.478	3224116.009	3698516.342	2807265.891	2912338.972	3249449.73363333	4144448.379	0.32500169567681	A0A090M4E2	296	22.62	24.97
OT_ostta01g05310	2917303.911	2688982.989	3070997.351	2443916.5	3752488.042	3186823.541	3167891.984	2995015.561	2965335.741	3888842.96	3201261.646	3719198.239	2727961.248	1085030.78	3213066.008	1153565.33	1895350.213	2441490.291	2594295.939	2534467.386	2580344.11	3675444.886	2861157.061	3426136.672	3151692.984	2177534.513	2710101.435	3002539.025	2810345.267	1515479.11	2785135.35743333	3888842.96	0.533582806490663	A0A090LYH2	530	20.2	20.39
OT_ostta01g05350	3198.630389	28354.51226	5661.660606	8347.932072	39805.84631	1446.834808	89140.79477	13039.94433	6734.753631	6364.562038	68406.02904	102056.1123	35606.33462	5056.037801	9816.020157	NA	3631.167413	12049.11919	18240.68632	1607.780056	6909.662455	7990.807024	2653.972219	11704.91268	4776.138513	11481.24333	2710.44283	3393.790137	8306.91235	9510.515943	18207.0053652414	102056.1123	0.270978155660117	A0A090N2U5	356	23.57	26.06
OT_ostta01g05560	114581.4353	120751.4189	98195.41164	66879.00902	123995.3774	83629.68351	127779.5877	134419.4151	93582.33583	132232.9768	83087.34354	99926.07093	137463.6696	29325.42727	87522.85463	26518.63828	111546.0194	113107.8393	116038.8618	117394.4132	87204.20811	137541.7158	117470.5105	125781.7816	126878.2078	114717.7003	82529.21874	141021.3615	104229.7906	118645.8771	105799.938706667	141021.3615	0.260514573529451	A0A090LY92	358	23.21	25.11
OT_ostta01g05990	230219.0716	117266.2667	145037.6765	131439.2303	170416.6004	154791.6437	221488.1677	270262.0952	267330.9412	185005.2633	238060.2628	120172.15	297729.1691	191247.3741	243131.4017	235927.5186	241989.6877	209163.9662	337053.3475	348669.5738	320138.0616	189170.928	208602.7893	228341.1187	256095.2132	247998.8545	153206.0335	235854.1723	285833.6524	407348.5054	229633.024566667	407348.5054	0.465732012986436	A0A090LYB6	527	23.14	25.43
OT_ostta01g06000	1418222.423	1513034.216	1716663.815	1311987.312	1351789.727	1316490.936	1218169.031	1875230.408	1422679.244	1159460.024	1096716.86	1243484.112	1474102.395	2078175.07	1450318.19	1226886.783	1291134.815	1189327.525	1382388.887	1508491.42	1241238.738	1085710.622	1258361.237	1227696.06	1380994.767	2005273.967	1495590.092	1048686.369	1192176.825	1453092.446	1387785.81053333	2078175.07	0.00325487763762038	A0A090LYL8	157	23.12	24.86
OT_ostta01g06240	96229.13348	129965.1097	124102.2549	61911.44434	89678.98785	107107.0371	92566.77552	90839.08785	182530.1469	140166.0304	84579.65285	133747.6257	110222.6952	59328.00613	129889.3641	66276.19278	97639.06181	50641.36399	91428.77723	152831.4208	94809.32287	134960.819	39871.72293	84495.81477	128873.7104	86271.65579	145905.0403	168657.2667	83895.194	38564.66106	103266.179215	182530.1469	0.0452541235912612	A0A090LYN7	350	21.03	22.8
OT_ostta01g06340	133343850.6	103981033.2	105872156	145739841.9	136775360.4	149891336.8	165151056.5	130340758.4	118390793.8	142118347.9	132635077.8	169668008.8	121578053.1	88102306.86	123714099.1	115945282.7	121761213.6	161130625.5	123899568.8	141826211.2	119201703.4	148229812.1	99351364.52	182209785.4	160570398.5	89675443.65	129786652.5	123728750.3	136039856.9	101067141.6	130724196.394333	182209785.4	0.0441936816921497	A0A090M310	103	23.3	25.5
OT_ostta01g06370	747722.241	610467.9774	712245.3309	606128.104	678360.5402	653076.2548	634040.5734	657700.494	491451.0195	641266.91	564166.8686	823831.6058	507021.1742	610772.993	529035.1692	602843.8205	579732.4417	563901.9742	561834.9803	609571.2724	491605.4805	649321.2473	803568.5509	602834.8444	712515.6301	662364.0799	622624.4783	511240.2443	419710.6737	549773.1786	613691.005103333	823831.6058	0.642022276366585	Q01FF7	312	21.8	24.27
OT_ostta01g06610	838980.9823	829732.927	980231.4801	902789.4235	807396.1563	824503.7244	932590.4911	774676.668	1009714.408	700803.6545	1002350.128	868628.9824	862057.0168	1121552.214	1113131.462	1128749.774	780748.3319	914665.581	807232.5393	1017037.165	1021061.128	931375.7881	786028.7738	820971.2278	895608.6853	1230071.442	948482.0233	1116878.537	1077658.193	1317278.966	945432.92913	1317278.966	0.118604239842454	A0A090M4L9	211	22.73	25.66
OT_ostta02g00100	2014511.8	1806502.862	2217801.051	3108876.042	2818546.835	2451634.081	1887632.179	2423386.807	1635285.169	2433932.932	2474408.685	2842985.382	3185422.649	2218725.669	1985900.628	2801244.816	2612010.839	2157405.934	2169205.088	1864738.228	2038058.069	2537116.441	3132373.691	2516810.159	2419638.439	2811671.365	2185390.245	2416580.554	2692953.92	2253258.737	2403800.30986667	3185422.649	0.00563298040824412	Q01FA5	143	21.61	24.29
OT_ostta02g00130	547965.017	510290.4844	671191.3363	712508.2785	577133.1267	673980.126	716266.9908	593448.3536	877326.546	774201.1965	683416.8364	656449.8929	796306.7089	620904.9016	668397.1019	856184.7663	640837.9912	796250.5032	585208.7129	872672.9157	725160.7305	762000.8882	708258.5841	883571.9377	712536.0472	614657.4221	695091.5849	613486.2614	704009.1739	720069.4321	698992.794963333	883571.9377	0.54789273202698	A0A090MBE0	482	22.24	24.76
OT_ostta02g00340	404547.7164	278177.374	378007.7211	367677.9052	408363.0648	356969.433	382984.6118	354016.58	263443.7625	337457.081	310088.3862	356411.009	281460.5531	343269.46	344751.7233	438112.7091	329556.2893	364762.538	281856.2217	294417.6174	331467.7536	318652.2452	413779.9141	381411.3064	357890.2846	232698.2075	374462.5489	276193.2979	287403.6877	269864.1338	337338.504553333	438112.7091	0.521223668550532	Q01F77	408	23.38	25.49
OT_ostta02g00380	382068.3382	341421.9651	326709.5588	249883.8431	286704.1814	300082.9425	416859.8601	353923.1275	296384.3678	329724.0399	293097.5931	319609.4586	320705.0398	487381.478	319906.5117	297780.1113	314558.406	360843.1392	294060.0288	440237.5277	271180.7695	398911.7579	230932.6427	415534.5243	347371.4973	370288.1116	235066.0685	331653.124	334764.6456	354088.3356	334057.76652	487381.478	0.0510850141831999	A0A090M7A1	246	23.56	25.88
OT_ostta02g00580	3800239.861	6077423.399	4253613.995	4431505.841	4122207.274	4418920.238	4082706.981	4493899.564	4381901.105	3825308.882	3882005.099	4602956.065	4637196.512	6256449.63	4755613.092	3832492.816	6102767.375	4048910.536	4748531.707	4335464.828	3572351.662	3439336.641	4947092.969	4520059.238	3737511.039	4222416.09	4142574.786	4262752.928	4130780.765	6240027.064	4476833.93273333	6256449.63	0.602306862530244	A0A090M7B0	204	22.31	25.26
OT_ostta02g00610	35598453.88	29581654.12	34833975.22	35033390.69	38710967.11	35350528.12	30590140.15	36555433.14	28962107.53	37974506.46	33375984.88	44192223.06	25829660.02	30259251.8	31685143.11	38397268.37	34423620.54	33769905.19	26634277.73	26339296.69	29115780.79	32219740.7	42021261.58	37295620.95	34904702.16	29943505.42	34887363.21	26371744.63	28989656.94	33882671.4	33257661.1863333	44192223.06	0.0573495368908234	Q01F37	530	22.1	24.48
OT_ostta02g00640	598197.2067	463309.2749	472404.825	477567.6994	459971.3679	602829.4166	470632.7803	597603.461	433757.1597	557843.6468	519980.5013	615797.8346	589344.4889	577466.9502	446587.0629	526920.2313	458068.5041	502737.4412	491284.5581	521949.1607	403750.6809	395806.4301	551954.6299	573277.242	545566.0356	743957.7432	415363.0865	450227.9899	498887.1386	669096.8204	521071.378956667	743957.7432	0.0010763802171349	A0A090MBG7	407	23.18	25.42
OT_ostta02g00670	531102.9909	421939.4135	483780.9538	484210.3453	574953.6396	513472.7924	467074.7632	581959.3038	520269.432	538934.9179	465534.1336	636359.3855	368124.4975	279535.1472	429530.7804	364712.071	402125.8163	457139.8778	382503.5502	413871.1491	409077.1564	406282.0874	521108.0371	530396.648	510088.3746	421003.8628	455551.8499	313180.24	338739.6492	384947.231	453583.669913333	636359.3855	0.593829967090086	Q01F30	824	22.07	24
OT_ostta02g00810	307183.2362	270188.0774	222696.3431	390234.7648	428269.1793	351910.5644	275403.9453	453283.1301	370318.642	507451.1048	360259.5271	444231.5591	223241.7308	138713.9053	283128.2377	204485.2442	250034.0897	260037.7087	204887.9726	322469.5247	292540.1515	350326.3209	85869.04997	246952.5796	327039.5787	259624.2087	347880.9472	259973.6726	272438.0394	59310.11019	292346.104868667	507451.1048	0.609893843553945	Q01F10	502	21.9	24.31
OT_ostta02g01010	576680.3111	663390.1119	912681.4299	571461.5392	545221.5967	601846.1643	512412.4317	812801.9802	796780.3089	648711.296	504566.4002	806070.0751	372035.9464	828155.7374	730546.1867	651421.6031	426273.7047	471031.5565	358552.0062	570069.9893	657521.8309	477925.1975	572151.2988	564567.1322	526354.5095	610842.1188	762286.9443	374439.7517	399016.5598	432650.26	591282.1993	912681.4299	0.0116936899414105	Q01EX4	121	21.43	23.62
OT_ostta02g01020	12467232.68	9891786.851	11974337.48	12367256.33	12772085.54	12701036.37	12316061.27	11840559.65	10441326.29	13859818.75	11352167	14273383.79	10842429.83	12025329.24	11122674.93	11491088.65	11341456.04	11188371.24	11643062.59	10212652.11	9906852.451	12005304.36	14573203.85	12922038.43	13075045.11	9691872.649	11436403.08	10071474.2	9882709.317	9622959.267	11643732.6448333	14573203.85	0.182343815825211	A0A090M784	656	21.99	24.38
OT_ostta02g01100	166539.5476	200946.2548	162932.8458	174896.8139	215603.9186	186627.7356	214561.8752	203437.1985	200866.0261	234058.9903	181497.8713	155276.0291	151268.8825	278047.5195	164828.934	180542.5723	175110.9001	175086.601	150843.0914	200882.1816	183612.9489	198619.6377	234844.9132	285609.9485	223293.1392	129963.5828	194545.6218	192853.9723	189700.9106	195134.0229	193401.14957	285609.9485	0.794330296833658	A0A090M789	473	24.04	27.41
OT_ostta02g01140	293950.9928	271320.9943	325193.2363	263020.3986	281405.9586	260888.7879	335256.506	350204.0021	276048.6069	327670.6177	230851.9408	300717.1346	291034.9976	307769.6169	292404.4111	255402.2548	257425.8064	307080.473	292427.522	335498.8753	245988.8233	373038.2248	332187.4447	316847.6857	312920.2383	310997.1238	294925.2379	281252.4081	242631.5371	252815.3685	293972.574196667	373038.2248	0.145205246849161	A0A090N4M3	625	23.19	25.66
OT_ostta02g01320	3159634.429	3504899.89	3659013.671	2640254.344	3341197.385	2941908.932	3900870.343	4043632.29	3171424.488	3581441.961	2916679.02	3413496.303	3420409.691	4022313.098	2820586.969	2671423.531	2481275.695	2866440.192	3334249.492	4720612.151	2658177.511	3411128.037	2839361.687	4238595.292	3360730.144	2096468.081	2822993.372	3435283.487	2666966.904	2364429.932	3216863.2774	4720612.151	0.119609079268824	A0A090M7G1	249	20.6	22.78
OT_ostta02g01330	55085.70457	43993.73622	75139.28664	100335.9288	96120.57931	107060.2438	14491.32419	134462.2143	91088.97193	115150.0594	39878.77721	70774.34611	62563.66981	91895.27925	41836.0502	50753.32735	43640.1135	113437.5928	20909.34424	64094.33826	48387.64964	79896.7648	68076.03164	53230.65325	63405.4523	84438.26343	78359.18495	53316.18572	73883.96068	29126.78426	68827.7272853333	134462.2143	0.576330303280569	A0A090MBL4	177	21.81	23.3
OT_ostta02g01360	1028709.936	988327.2303	1135104.365	1101346.07	1107321.446	1078592.245	992941.7956	1064029.334	834895.1441	1129195.727	1038290.98	1106701.918	862016.1807	1004720.56	974986.1775	1195404.597	1071436.415	990517.8338	970420.6347	957188.1398	965756.7768	1065674.844	1215594.773	1093181.871	995043.393	1067666.335	998577.8313	923670.8661	922543.2607	1059633.06	1031316.32468	1215594.773	0.0572396675104886	Q01ER9	420	22.19	24.65
OT_ostta02g01390	181981.1826	182977.5922	221177.5801	198264.6158	201914.2602	198762.3719	194865.9074	242633.2153	186854.5337	166225.644	199881.142	188852.9734	321608.4799	300992.6873	181307.6362	227172.5463	276533.0574	204721.7995	298103.7513	222770.9667	193760.6463	225350.7594	212357.4324	271280.5709	257124.9393	486661.8912	214328.7185	246967.766	242666.4226	297106.0051	234840.236496667	486661.8912	0.241806682806789	A0A090M7B3	318	23.06	25.19
OT_ostta02g01490	265936.7293	253299.4771	250263.8173	261507.2271	309117.0962	285088.5268	305045.6284	311059.5157	227746.5644	277574.2776	232292.9559	266105.5989	271515.6629	297424.0042	208582.8782	311450.2192	263981.2979	273055.6258	236470.3699	265269.8225	231753.3256	296442.658	291008.7065	311929.0384	282730.9922	172791.3976	224658.3114	193009.8351	257213.4828	163859.6602	259939.490103333	311929.0384	0.290838726071878	Q01EP8	214	22.48	25.4
OT_ostta02g01690	606493.7716	513706.6201	565937.34	470868.1391	467165.781	581401.1621	470239.3659	401611.5208	530677.712	446863.6862	503027.7768	565374.2281	447116.776	415815.9487	509286.4313	453085.5017	529595.5911	527030.4425	385482.6861	391800.2548	459774.4278	425516.3397	588237.2919	417175.0165	587031.4412	507123.4355	548277.384	388265.6748	341752.0047	483158.8401	484296.419736667	606493.7716	0.741862659118393	A0A090M7D0	414	23.15	25.38
OT_ostta02g01790	631624.0875	762169.1085	724297.1112	717676.3915	819502.3113	719099.6389	943518.6395	920042.1483	732196.0605	735641.7705	643783.0052	753250.2033	830754.3829	965174.8628	614286.6118	830157.6187	729120.4608	734506.2254	818118.2665	774998.0453	675563.2521	742785.2487	791951.7545	847653.7215	800710.0635	1001322.074	582056.3453	706899.8404	657956.659	898262.4543	770169.27879	1001322.074	0.0956042969293239	Q01EI7	408	24.33	26.6
OT_ostta02g01840	8133832.455	7072517.637	8432686.808	7876321.33	7399052.3	8087220.95	7462320.033	7443902.7	7699112.766	8588368.896	7774332.097	8062768.059	6193503.401	6856155.06	8620873.818	7667208.581	7966142.756	7326751.384	6198924.359	6897078.436	6967101.423	7354872.468	8355854.751	7123543.084	7046450.048	5862761.47	7677706.198	6780139.763	6536099.63	6523811.121	7399580.4594	8620873.818	0.119991150424107	A0A090M7I9	454	22.14	24.7
OT_ostta02g01910	9289492.427	8465836.187	9905632.689	10054227.25	9785243.821	9497280.71	8408821.865	9938778.899	9221410.159	10279008.15	8883241.026	11118948.5	7318298.695	9006149.268	9147174.526	9710128.606	8126702.792	7996000.152	6500014.558	7722143.253	7943544.727	8457821.132	10496446.32	9183168.829	8737607.033	9391295.006	9344453.893	6745641.3	6762289.586	7684159.554	8837365.36376667	11118948.5	0.491329028832592	A0A090MBP6	559	21.09	23.65
OT_ostta02g01960	432838.327	490969.2861	486182.0231	405217.3884	432809.2513	465474.6967	430673.8268	673762.0082	458775.2283	436271.1806	475936.7127	513517.8204	605090.5364	699630.521	430580.3199	436214.987	430277.9876	376248.9165	567609.7058	488929.7733	473763.4656	311303.7459	462982.0081	442314.5115	482646.0259	858618.8244	488764.615	467977.5289	425728.2687	215503.2884	478887.09265	858618.8244	0.0139932221818905	Q01EL5	125	20.88	23.08
OT_ostta02g02090	1872569.189	2149157.932	2197703.215	2021840.377	1983119.78	2025662.642	1835956.101	2218241.862	2303884.541	1867577.901	1718373.969	2080498.513	1837050.899	2411054.265	1939146.724	1890832.015	2170902.037	1693548.279	1892227.515	2263248.833	1842247.169	1795164.508	1906639.232	1781283.254	1790058.122	2867966.27	1881671.527	2186904.648	1809654.065	2124839.454	2011967.4946	2867966.27	0.0585859802192809	A0A090M7K7	520	22.19	24.47
OT_ostta02g02200	687486.3223	593350.893	547245.2402	447395.3729	616815.1598	674576.2776	812555.2353	706425.534	636627.1413	634505.2849	553804.2014	604828.9444	565678.9872	95592.37005	674777.7601	84420.10767	485777.638	450618.4049	549730.684	678175.8578	563655.5512	771973.6292	566551.471	942296.0501	638444.8602	564173.241	640178.1351	559783.5859	491731.1376	440175.1723	575978.341680667	942296.0501	0.299489183950423	A0A090MDM6	184	25.49	27.54
OT_ostta02g02270	615511.3367	639511.8197	610456.3202	605881.5834	549306.9749	650568.7805	562418.886	616468.1059	549438.1203	577366.4324	605399.6518	578651.7691	713090.1594	683688.8474	594528.4197	661173.0988	703780.2153	576544.1302	909395.4247	691711.6812	641498.396	694030.1823	578264.354	619270.9742	702826.4396	1279825.689	607081.0686	546116.5806	638049.1676	785906.5471	659592.038553333	1279825.689	0.265392641430848	Q01EE8	488	22.17	25.01
