Protein.ID	protein.length	aa.synthesis.average.cost
AT5G36500.1	118	21.34
AT3G61880.2	555	20.45
AT3G61880.1	534	20.38
AT2G34410.3	527	23.66
AT2G34410.1	540	23.76
AT2G34410.2	540	23.76
AT4G32560.2	306	18.58
AT4G32560.3	304	18.62
AT4G32560.1	306	18.58
AT4G32560.4	281	18.63
AT2G18200.1	101	22.22
AT1G32340.1	688	20.12
AT2G30390.2	522	20.02
AT2G30390.1	512	19.9
AT4G19900.2	473	20
AT4G19900.1	644	20.05
AT5G23070.1	282	19.83
AT4G07990.3	196	20.73
AT4G07990.2	216	20.89
AT4G07990.1	230	21.17
AT1G52780.1	1059	20.92
AT5G24640.1	118	20.08
AT4G39370.2	284	20.01
AT4G39370.3	505	20.43
AT4G39370.1	494	20.36
AT1G15770.1	293	18.86
AT1G69170.1	405	19.34
AT2G47710.1	162	20.05
AT1G32337.1	52	21.77
AT2G23755.1	150	22.49
AT5G58310.1	263	20.68
AT4G39350.1	1084	21.09
AT1G12870.1	416	22.13
AT3G49450.1	400	21.88
AT1G54115.1	644	21.32
AT5G46410.2	456	20.02
AT5G46410.1	453	20.07
AT5G46410.3	453	20.07
AT3G61113.1	99	20.54
AT1G66820.1	109	19.69
AT4G14819.1	104	19.62
AT3G46120.1	388	21.09
AT4G03480.1	659	19.61
AT4G03480.2	656	19.61
AT1G75250.1	126	21.88
AT1G75250.2	97	20.92
AT5G41870.1	449	19.83
AT5G39230.1	119	20.93
AT1G56100.1	232	18.44
AT1G56100.3	141	19.62
AT1G56100.2	170	19.88
AT5G46370.1	443	20.2
AT1G45130.2	653	21.26
AT1G45130.1	732	21.26
AT1G13830.1	197	18.98
AT1G13830.2	211	19.23
AT3G22600.1	170	17.42
AT4G23330.3	147	17.21
AT4G23330.1	270	19.32
AT4G23330.4	147	17.21
AT4G23330.2	147	17.21
AT4G16555.1	174	19.55
AT5G04730.1	603	21.47
AT4G04510.2	650	20.66
AT4G04510.1	648	20.63
AT1G30010.1	711	21.01
AT1G02040.1	324	19.35
AT3G55710.1	464	20.73
AT5G36670.2	902	19.39
AT5G36670.5	1183	19.14
AT5G36670.3	1040	19.29
AT5G36670.1	1193	19.15
AT5G36670.4	1183	19.14
AT5G22490.1	482	21.1
AT5G22490.2	394	21.4
AT1G24388.1	137	19.59
AT5G41763.1	62	18.94
AT5G41763.2	62	18.94
AT5G41763.3	57	17.63
AT2G40170.1	92	16.93
AT3G03830.1	92	21.08
AT5G40250.1	376	19.73
AT1G43780.1	479	21.25
AT1G72370.2	294	19.44
AT1G72370.1	298	19.33
AT4G39410.1	304	19.77
AT1G80480.1	444	19.91
AT1G23460.2	436	19.11
AT1G23460.1	460	19.21
AT3G10920.2	230	20.13
AT3G10920.1	231	20.13
AT5G51300.3	804	18.38
AT5G51300.2	804	18.38
AT5G51300.1	804	18.38
AT2G21045.1	169	20.22
AT5G55130.1	464	18.96
AT5G55130.2	437	19.09
AT5G55130.3	360	19.63
AT2G15420.1	957	18.45
AT1G56170.2	199	20.33
AT1G56170.1	199	20.33
AT3G50330.1	231	19.71
AT3G12110.1	377	20.12
AT5G05390.1	565	20.91
AT2G19410.3	787	20.05
AT2G19410.1	801	20.16
AT2G19410.2	822	20.03
AT1G24475.1	19	27.26
AT3G51260.1	250	18.79
AT3G51260.2	243	18.82
AT3G45660.3	557	21.4
AT3G45660.2	578	21.56
AT3G45660.1	557	21.4
AT4G37070.4	372	19.71
AT4G37070.1	383	19.75
AT4G37070.3	383	19.75
AT4G37070.2	414	19.72
AT2G23790.1	336	20.55
AT1G44110.1	460	19.78
AT2G16210.1	291	20.85
AT2G16210.2	217	20.36
AT2G03320.1	93	18.85
AT2G03320.2	82	17.51
AT1G78230.1	681	20.12
AT1G20640.2	844	19.45
AT1G20640.3	844	19.45
AT1G20640.1	844	19.45
AT1G67410.2	312	21.26
AT1G67410.1	430	21.7
AT4G20640.1	256	21.05
AT2G15345.1	121	21.45
AT3G10400.1	261	18.82
AT1G20310.1	240	19.6
AT1G80040.3	191	18.63
AT1G80040.1	248	18.29
AT1G80040.4	175	17.81
AT1G80040.2	180	18.66
AT5G10650.2	525	18.13
AT5G10650.1	525	18.13
AT5G10650.3	501	18.2
AT1G19300.1	351	20.66
AT1G20700.2	149	19.45
AT1G20700.3	202	19.41
AT1G20700.1	211	19.47
AT2G37820.1	290	21.21
AT5G28960.1	536	21.28
AT1G02460.1	491	19.76
AT2G07643.1	103	18.26
AT3G60880.1	364	20.21
AT3G60880.2	365	20.22
AT1G07510.1	813	19.38
AT5G49450.1	145	18.27
AT1G62760.1	312	17.24
AT4G31710.1	896	20.76
AT4G31710.2	912	20.86
AT1G20260.1	487	19.67
AT1G32090.1	806	22.27
AT3G17460.1	198	18.91
AT1G71480.1	216	20.11
AT1G71480.2	152	19.23
AT1G71480.3	179	20
AT5G23660.1	285	21.93
AT3G17370.1	212	20.83
AT5G55290.1	70	22.41
AT5G55290.3	70	22.41
AT5G55290.2	70	22.41
AT4G13170.1	206	20.96
AT1G70200.1	538	18.56
AT4G14640.1	151	19.06
AT4G14640.2	133	19.26
AT4G14640.3	121	19.5
AT4G32860.1	199	20.11
AT3G55560.1	310	17.16
AT1G20980.1	1035	18.94
AT5G62165.11	157	20.19
AT5G62165.5	157	19.04
AT5G62165.4	196	19.99
AT5G62165.13	153	20.71
AT5G62165.2	210	20.02
AT5G62165.12	157	20.19
AT5G62165.8	153	20.71
AT5G62165.7	153	20.71
AT5G62165.16	143	18.9
AT5G62165.10	196	19.99
AT5G62165.9	153	20.71
AT5G62165.17	157	20.19
AT5G62165.14	107	20.73
AT5G62165.6	153	20.71
AT5G62165.1	210	20.02
AT5G62165.3	210	20.02
AT5G62165.15	157	19.04
AT1G79890.3	729	19.76
AT1G79890.2	855	19.71
AT1G79890.4	633	20.01
AT1G79890.1	882	19.82
AT3G24130.1	335	21.62
AT3G01345.1	466	20.99
AT5G15740.1	508	21.53
AT1G28340.1	626	20.04
AT1G66170.1	704	20.83
AT4G03470.1	683	20.27
AT5G03060.1	292	18.82
AT5G17523.1	261	20.21
AT1G74380.1	457	20.91
AT3G19663.1	47	18.89
AT5G01010.5	479	21.13
AT5G01010.2	479	21.13
AT5G01010.4	472	21.09
AT5G01010.3	429	20.77
AT5G01010.1	438	20.65
AT2G44680.2	282	20.33
AT2G44680.1	283	20.3
AT2G44680.3	253	19.74
AT1G03470.4	269	20.35
AT1G03470.1	269	20.35
AT1G03470.3	269	20.35
AT1G03470.2	269	20.35
AT2G04430.1	302	20.97
AT2G04430.2	283	20.72
AT3G20850.1	134	20.98
AT3G47810.3	190	20.64
AT3G47810.1	190	20.64
AT3G47810.2	190	20.64
AT5G03730.1	821	19.31
AT5G03730.2	821	19.31
AT3G06019.1	36	18
AT5G52180.1	458	21.47
AT3G55620.1	245	18.75
AT2G27229.1	124	22.69
AT1G34050.1	573	21.02
AT4G10595.1	91	21.6
AT2G07815.1	279	20.6
AT3G10660.1	646	19.42
AT3G10660.2	646	19.42
AT1G63680.2	772	18.94
AT1G63680.3	772	18.94
AT1G63680.1	772	18.94
AT1G63450.1	664	21.23
AT3G20710.1	362	22.32
AT5G37900.1	241	20.85
AT1G74740.1	541	20.11
AT5G03820.1	357	19.97
AT5G03820.2	385	20.51
AT5G54850.1	202	18.27
AT5G62140.1	241	19.67
AT2G01530.1	151	21.77
AT5G46000.1	396	20.92
AT1G13760.1	65	23.06
AT3G21720.1	576	20.07
AT1G42560.1	460	23.02
AT1G42560.2	381	22.71
AT3G58890.1	293	21.47
AT4G13250.2	494	20.05
AT4G13250.1	496	20.02
AT5G45160.1	834	19.79
AT1G13143.1	100	21.57
AT2G28800.2	348	20.34
AT2G28800.3	342	20.36
AT2G28800.4	432	19.32
AT2G28800.1	462	19.36
AT4G37130.1	513	18.23
AT3G60750.2	740	19.46
AT3G60750.1	741	19.45
AT2G15695.1	420	20.15
AT4G30810.1	479	20.4
AT5G64610.1	445	21.2
AT2G21330.2	311	19
AT2G21330.3	389	18.94
AT2G21330.1	399	18.98
AT5G08340.2	351	19.32
AT5G08340.1	367	19.52
AT5G51940.1	144	18.88
AT2G25510.2	93	21.09
AT2G25510.1	103	22.97
AT2G30240.1	831	20.83
AT5G66990.1	277	20.96
AT3G03610.4	335	21.06
AT3G03610.2	323	20.84
AT3G03610.3	323	20.84
AT3G03610.1	323	20.84
AT4G29650.1	251	19.02
AT3G09410.3	396	20.83
AT3G09410.1	427	21.01
AT1G51355.1	116	18.72
AT2G21880.1	212	20.16
AT2G21880.3	187	20.37
AT2G21880.4	187	20.37
AT2G21880.2	204	20.15
AT1G29179.1	238	18.36
AT3G18080.1	512	22.23
AT3G54250.2	307	19.99
AT3G54250.1	419	19.54
AT3G10260.2	247	21.85
AT3G10260.3	267	22.13
AT3G10260.1	247	21.85
AT3G01340.2	302	20.26
AT3G01340.1	302	20.26
AT1G72910.1	380	20.59
AT4G13300.1	554	21.51
AT5G43630.1	831	18.25
AT5G43630.3	831	18.25
AT5G43630.4	831	18.25
AT5G43630.2	831	18.25
AT4G25770.2	422	19.97
AT4G25770.1	418	20.17
AT2G30670.1	262	19.37
AT3G13226.1	382	20.01
AT5G49215.2	447	19.89
AT5G49215.1	449	19.86
AT1G61050.2	436	21.46
AT1G61050.1	435	21.44
AT4G10180.1	543	21.11
AT4G26520.4	355	19.54
AT4G26520.2	355	19.54
AT4G26520.3	358	19.43
AT4G26520.1	358	19.56
AT3G60770.1	151	20.99
AT2G29020.1	133	21.55
AT1G18400.2	245	19.18
AT1G18400.1	260	19.1
AT5G17890.1	1613	20.74
AT5G39550.1	617	19.36
AT2G04280.1	568	20.84
AT2G35990.1	213	19.79
AT2G35990.2	161	19.89
AT2G35990.3	161	19.89
AT2G42310.1	114	19.8
AT1G16770.3	212	19.59
AT1G16770.1	324	19.05
AT1G16770.2	276	18.76
AT4G30260.2	355	20.86
AT4G30260.1	280	20.33
AT4G30260.3	280	20.33
AT2G02480.1	1218	18.88
AT2G02480.2	1218	18.88
AT2G39880.1	367	19.17
AT4G19070.1	171	21.26
AT4G19070.2	168	21.21
AT3G02940.3	321	20.11
AT3G02940.2	310	20.02
AT3G02940.1	321	20.11
AT5G08380.2	318	21.03
AT5G08380.1	410	20.82
AT3G22940.1	412	21.62
AT4G29658.1	127	21.95
AT4G29658.2	190	20.89
AT2G44830.1	765	19.63
AT2G44830.3	765	19.63
AT2G44830.2	765	19.63
AT1G64860.2	498	19.51
AT1G64860.1	502	19.78
AT1G20405.1	109	22.46
AT1G11270.2	312	20.93
AT1G11270.3	223	20.98
AT1G11270.1	312	20.93
AT3G15470.1	883	18.83
AT5G28370.1	727	20.54
AT4G11910.1	271	21.37
AT1G26330.2	1194	19.29
AT1G26330.1	1189	19.3
AT3G48240.1	180	19.86
AT1G15900.1	113	21.03
AT5G48050.1	369	21.05
AT3G05327.1	212	20.79
AT3G06810.1	824	20.15
AT1G70480.1	320	20.2
AT1G70480.2	338	20.31
AT4G08760.1	521	20.15
AT1G65390.1	411	22.16
AT1G65390.3	288	21.93
AT1G65390.2	254	21.73
AT1G59610.1	920	18.04
AT1G54050.2	155	19.14
AT1G54050.1	155	19.14
AT1G35260.1	152	21.81
AT4G08406.1	46	22.78
AT4G18335.1	164	21.13
AT5G54870.1	531	21.23
AT5G54870.2	425	21.73
AT3G50320.1	155	18.66
AT1G72540.1	450	20.55
AT4G18215.1	249	20.26
AT3G32420.1	107	20.91
AT5G50230.1	509	19.11
AT1G63180.2	304	19.94
AT1G63180.1	351	20.22
AT1G52800.1	314	20.89
AT1G17160.2	355	18.23
AT1G17160.1	379	18.32
AT5G55480.1	766	19.92
AT3G15960.1	490	18.35
AT5G51970.2	364	19.49
AT5G51970.1	364	19.49
AT5G16260.1	519	19.01
AT5G67610.2	498	20.81
AT5G67610.1	486	20.71
AT5G43100.1	631	20.11
AT5G43100.2	478	19.95
AT3G16270.3	690	18.46
AT3G16270.1	690	18.46
AT3G16270.2	690	18.46
AT3G23165.1	77	22.44
AT4G13160.1	282	19.93
AT1G68070.1	343	20.52
AT1G24230.1	245	19.94
AT5G05310.6	393	21.12
AT5G05310.9	387	20.13
AT5G05310.7	511	20.68
AT5G05310.4	360	20.06
AT5G05310.5	469	20.55
AT5G05310.1	469	20.59
AT5G05310.8	457	20.83
AT5G05310.2	496	20.58
AT5G05310.3	511	20.72
AT1G58055.1	79	20.94
AT5G42965.1	129	21.45
AT3G52200.2	713	19.18
AT3G52200.1	637	18.64
AT3G11350.1	359	20.53
AT5G02560.2	177	18.94
AT5G02560.1	153	18.67
AT1G31810.1	1230	19.24
AT1G31810.2	1230	19.24
AT4G32810.1	570	20.72
AT4G32810.2	596	20.78
AT2G28670.1	436	16.17
AT2G28670.2	226	18.09
AT1G67800.6	433	19.15
AT1G67800.3	433	19.15
AT1G67800.1	433	19.15
AT1G67800.4	433	19.15
AT1G67800.5	407	19.5
AT1G67800.2	453	19.59
AT5G51750.1	780	19.81
AT1G60600.1	287	20.76
AT1G60600.2	382	20.96
AT1G10875.1	302	21.08
AT4G11540.1	525	22.25
AT1G48390.3	413	20.99
AT1G48390.1	413	20.99
AT1G48390.2	356	21.46
AT3G61130.1	673	21.01
AT5G45310.1	352	21
AT5G45310.2	352	21
AT4G02489.1	37	23.14
AT5G53260.1	176	16.92
AT3G01040.1	499	21.56
AT3G01040.3	532	21.59
AT3G01040.2	532	21.59
AT2G15570.2	174	20.07
AT2G15570.1	173	20.13
AT5G16110.1	244	18.72
AT5G13780.1	192	20.64
AT2G25430.1	653	19.05
AT5G44565.1	73	18.21
AT5G44565.3	66	20.32
AT5G44565.2	81	19.62
AT3G06670.1	865	19.39
AT3G06670.2	886	19.51
AT3G57020.2	356	21.51
AT3G57020.1	370	21.34
AT3G61070.1	231	20.24
AT3G61070.3	231	20.24
AT3G61070.2	231	20.24
AT3G25070.2	224	18.3
AT3G25070.1	211	18.11
AT2G34123.1	81	21.78
AT1G09200.1	136	19.41
AT4G35930.2	259	21.07
AT4G35930.4	322	19.97
AT4G35930.1	321	20
AT4G35930.3	322	19.97
AT1G14190.2	522	19.9
AT1G14190.1	501	19.8
AT2G46500.3	419	19.56
AT2G46500.2	566	19.48
AT2G46500.1	566	19.48
AT5G05180.1	432	19.17
AT5G05180.3	402	19.18
AT5G05180.2	408	19.17
AT1G15710.1	358	20.6
AT2G38823.1	258	21.19
AT3G55090.1	736	20.74
AT2G07810.1	60	21.15
AT5G02500.1	651	18.94
AT5G02500.2	521	19.07
AT1G20940.1	414	20.95
AT3G03980.1	270	18.5
AT3G62750.8	369	21.64
AT3G62750.5	412	21.65
AT3G62750.2	523	21.61
AT3G62750.6	412	21.65
AT3G62750.7	369	21.64
AT3G62750.1	497	21.59
AT3G62750.3	436	22.35
AT3G62750.4	461	21.82
AT2G26410.1	527	18.43
AT2G26410.2	527	18.43
AT2G44570.2	408	20.35
AT2G44570.1	492	19.96
AT3G16190.1	196	19.95
AT5G04240.1	1340	19.52
AT1G16940.1	434	21.94
AT3G15270.1	181	18.79
AT3G18410.2	106	21.35
AT3G18410.1	106	21.35
AT5G17610.1	121	20.69
AT5G65990.1	427	21.04
AT2G41290.1	376	20.45
AT1G48355.1	21	19.76
AT2G36240.1	497	20.82
AT4G13800.3	241	22.44
AT4G13800.10	336	21.85
AT4G13800.8	336	21.85
AT4G13800.4	241	22.44
AT4G13800.7	241	22.44
AT4G13800.1	336	21.85
AT4G13800.9	241	22.44
AT4G13800.2	271	22.76
AT4G13800.5	336	21.85
AT4G13800.6	271	22.76
AT3G63380.1	1033	20.08
AT3G58320.1	224	19.92
AT5G07080.1	450	19.4
AT2G46480.3	540	21.91
AT2G46480.1	528	21.84
AT2G46480.4	553	21.82
AT2G46480.2	515	21.93
AT4G07524.1	70	20.86
AT1G20280.1	56	20.29
AT5G61560.1	796	19.71
AT5G61560.3	815	19.67
AT5G61560.5	796	19.71
AT5G61560.4	815	19.67
AT5G61560.2	794	19.72
AT4G29200.1	457	22.89
AT3G11730.1	205	19.8
AT4G37080.4	512	19.13
AT4G37080.3	610	19.41
AT4G37080.1	597	19.51
AT4G37080.2	610	19.41
AT1G02065.2	246	20.11
AT1G02065.1	333	19.22
AT1G26360.1	444	19.78
AT5G41960.2	165	20.74
AT5G41960.1	217	20.42
AT4G16444.1	178	21.49
AT2G34825.1	72	18.9
AT1G11290.1	809	20.89
AT3G54790.1	760	18.65
AT3G54790.3	760	18.65
AT3G54790.2	724	18.54
AT3G08730.2	465	20.45
AT3G08730.1	465	20.45
AT1G55790.1	406	21.67
AT1G24400.1	441	22.83
AT2G38210.1	79	17.72
AT5G46940.1	176	19.78
AT5G57020.1	434	20.98
AT4G04780.1	139	17.22
AT4G24015.1	174	21.13
AT4G34730.1	215	19.71
AT4G34730.3	215	19.71
AT4G34730.2	215	19.71
AT1G01900.1	774	19.71
AT5G56010.1	699	20.29
AT2G23067.1	47	19.66
AT1G32330.1	485	18.5
AT1G32330.2	482	18.54
AT3G25570.1	349	20.04
AT3G25570.2	349	20.04
AT3G16740.1	391	22.08
AT5G52230.1	746	18.25
AT5G52230.3	746	18.25
AT5G52230.2	746	18.25
AT1G06925.1	143	20.18
AT2G18650.1	423	19.61
AT4G39600.2	378	20.63
AT4G39600.1	367	20.84
AT1G70020.1	225	20.81
AT1G06550.1	387	20.04
AT5G59960.2	310	20.97
AT5G59960.3	255	22.89
AT5G59960.1	359	21.68
AT1G50960.1	336	20.75
AT1G10960.1	148	18.12
AT2G21450.3	725	20.57
AT2G21450.2	823	20.26
AT2G21450.1	816	20.27
AT5G24630.3	450	17.71
AT5G24630.7	450	17.71
AT5G24630.8	408	17.75
AT5G24630.5	446	17.7
AT5G24630.2	432	17.88
AT5G24630.11	408	17.75
AT5G24630.9	448	17.7
AT5G24630.12	408	17.75
AT5G24630.10	444	17.71
AT5G24630.1	451	17.69
AT5G24630.4	450	17.71
AT5G24630.6	454	17.67
AT1G53480.2	120	18.74
AT1G53480.1	193	18.94
AT3G22500.1	256	16.78
AT2G34560.2	393	19.51
AT2G34560.1	384	19.35
ATMG00990.1	119	23.54
AT1G73890.1	193	17.83
AT5G03170.1	246	18.1
AT2G29920.1	181	21.25
AT5G20590.2	378	21.06
AT5G20590.1	485	20.93
AT5G51870.2	172	20.66
AT5G51870.3	229	19.88
AT5G51870.5	195	20.75
AT5G51870.1	207	20.11
AT5G51870.4	219	19.94
AT5G16820.2	481	18.14
AT5G16820.1	481	18.14
AT1G09360.1	188	21.61
AT5G09240.1	110	19.45
AT5G09240.3	120	20.4
AT5G09240.2	138	20.67
AT5G11860.2	305	19.89
AT5G11860.4	305	19.89
AT5G11860.1	305	19.89
AT5G11860.5	305	19.89
AT5G11860.3	305	19.89
AT1G07890.5	250	19.82
AT1G07890.3	250	19.82
AT1G07890.1	250	19.82
AT1G07890.7	250	19.82
AT1G07890.4	250	19.82
AT1G07890.6	249	19.9
AT1G07890.8	250	19.82
AT1G07890.2	250	19.82
AT1G69825.1	73	20.99
AT5G63630.2	716	19.69
AT5G63630.1	522	19.87
AT1G65270.2	292	19.75
AT1G65270.3	292	19.75
AT1G65270.1	292	19.75
AT2G24220.2	379	21.15
AT2G24220.1	361	21.26
AT4G30820.20	178	19.15
AT4G30820.16	190	20.34
AT4G30820.2	178	19.15
AT4G30820.26	132	18.52
AT4G30820.6	132	18.52
AT4G30820.4	132	18.52
AT4G30820.10	167	20.17
AT4G30820.24	132	18.52
AT4G30820.15	178	19.15
AT4G30820.23	132	18.52
AT4G30820.1	178	19.15
AT4G30820.11	163	19.45
AT4G30820.7	132	18.52
AT4G30820.25	163	19.45
AT4G30820.14	132	18.52
AT4G30820.22	132	18.52
AT4G30820.3	178	19.15
AT4G30820.17	178	19.15
AT4G30820.5	163	19.45
AT4G30820.18	167	20.17
AT4G30820.27	178	19.15
AT4G30820.9	163	19.45
AT4G30820.13	167	20.17
AT4G30820.8	163	19.45
AT4G30820.21	190	20.34
AT4G30820.19	163	19.45
AT4G30820.12	167	20.17
AT5G66052.1	67	20.25
AT5G18440.2	470	19.05
AT5G18440.1	470	19.05
AT4G28010.1	704	20.36
AT1G56385.1	152	23.34
AT4G36880.1	376	19.87
AT2G24070.2	609	18.29
AT2G24070.3	609	18.29
AT2G24070.1	609	18.29
AT3G21215.3	317	20.23
AT3G21215.4	339	19.87
AT3G21215.1	339	19.87
AT3G21215.2	339	19.87
AT4G19940.1	411	21.2
AT5G23800.2	566	20.43
AT5G23800.1	552	20.64
AT4G20980.1	591	19.44
AT4G20980.4	591	19.44
AT4G20980.2	591	19.44
AT4G20980.3	591	19.44
AT1G14760.2	138	19.03
AT1G14760.1	142	20.87
AT1G14760.3	96	19.88
AT2G27210.2	1001	18.45
AT2G27210.1	1006	18.44
AT5G38110.1	218	19.19
AT2G23310.2	211	22.75
AT2G23310.1	212	22.7
AT3G54950.1	488	19.37
AT3G22290.1	354	21.23
AT3G22290.2	354	21.23
AT1G06135.1	69	20.91
AT2G20595.1	69	19.52
AT1G23780.1	475	19.65
AT5G26240.2	772	20.74
AT5G26240.1	792	20.68
AT4G38680.1	203	16.55
AT3G29000.1	194	20.22
AT5G17360.1	175	19.62
AT4G08593.1	270	21.53
AT2G31083.1	81	20.25
AT2G31083.2	114	20.19
AT2G41160.1	287	21.36
AT2G41160.2	207	22.87
AT4G34140.7	391	19.31
AT4G34140.3	529	18.91
AT4G34140.4	390	19.33
AT4G34140.2	530	18.9
AT4G34140.9	389	19.35
AT4G34140.5	363	18.91
AT4G34140.8	364	18.89
AT4G34140.1	530	18.9
AT4G34140.6	350	19.54
AT4G34140.10	440	19.39
AT3G14180.1	443	18.3
AT1G69760.1	177	17.9
AT2G40004.1	48	21.75
AT2G21595.1	104	20.38
AT4G18650.1	232	21.54
AT4G08480.1	773	18.75
AT3G51160.1	373	20.23
AT3G52155.4	169	19.63
AT3G52155.3	218	19.42
AT3G52155.1	218	19.42
AT3G52155.2	196	19.41
AT1G33140.1	194	20.86
AT1G59600.1	324	20.62
AT3G50040.3	375	19.6
AT3G50040.1	421	19.49
AT3G50040.4	421	19.49
AT3G50040.2	421	19.49
AT3G59310.3	314	22.19
AT3G59310.1	332	22.1
AT3G59310.2	363	22.16
AT3G17850.1	1296	19.12
AT3G15350.1	424	21.4
AT3G15350.2	424	21.4
AT2G32487.4	69	24.39
AT2G32487.2	78	24.37
AT2G32487.3	65	25.03
AT2G32487.1	69	24.39
AT1G50940.1	363	18.39
AT2G29650.4	390	21.75
AT2G29650.2	398	21.9
AT2G29650.1	512	21.47
AT2G29650.3	400	21.63
AT4G00100.1	151	20.95
AT5G22010.1	956	18.46
AT5G22010.2	915	18.64
AT1G23935.2	1232	20.16
AT1G23935.1	1282	20.23
AT1G23935.3	1231	20.16
AT1G61950.1	551	20.3
AT3G26280.2	521	21.52
AT3G26280.1	504	21.47
AT5G11416.1	76	21.54
AT1G63206.1	183	22.32
AT1G63206.2	194	22.11
AT4G28360.1	271	19.39
AT4G31560.1	137	18.09
AT5G19330.2	636	18.81
AT5G19330.1	710	18.88
AT4G00240.3	775	20.63
AT4G00240.2	892	20.77
AT4G00240.1	927	20.78
AT1G64065.1	214	20.33
AT2G25930.1	695	18.52
AT3G62560.1	193	21.56
AT5G64630.1	397	20.5
AT5G64630.3	428	20.13
AT5G64630.2	487	20
AT1G16400.1	537	21.1
AT5G04980.4	402	20.25
AT5G04980.3	437	20.35
AT5G04980.1	437	20.35
AT5G04980.2	466	20.22
AT4G29285.1	76	21.43
AT3G23637.1	53	21.13
AT3G45040.2	521	22.14
AT3G45040.1	569	21.82
AT3G45040.3	552	21.75
AT2G30360.1	435	20.49
AT2G38490.1	431	20.23
AT1G10745.1	82	21.88
AT5G16660.1	168	18.52
AT5G16660.2	166	18.34
AT5G08250.1	488	21.78
AT5G08250.2	550	21.71
AT3G61670.1	790	19.03
AT3G61670.2	773	18.95
AT1G31780.1	680	18.99
AT5G19470.2	373	21.01
AT5G19470.1	365	20.93
AT2G17043.1	80	20.41
AT1G05850.2	321	21.22
AT1G05850.1	321	21.22
AT1G60810.1	423	20.29
AT1G60810.2	423	20.29
AT1G28265.1	91	21.42
AT4G12735.1	60	20.93
AT2G21320.1	172	18.42
AT3G14870.3	472	20.66
AT3G14870.2	471	20.64
AT3G14870.5	471	20.64
AT3G14870.4	471	20.64
AT3G14870.1	475	20.63
AT3G61250.1	299	19.78
AT5G23700.3	578	18.55
AT5G23700.2	550	18.47
AT5G23700.1	573	18.63
AT1G08980.1	425	19.12
AT2G32450.1	802	20.02
AT4G13460.2	650	19.47
AT4G13460.1	650	19.47
AT5G01460.1	509	22.02
AT5G49420.1	334	18.81
AT5G38940.2	247	19.48
AT5G38940.1	223	19.13
AT5G25910.1	811	20.19
AT4G21740.1	156	20.76
AT3G05480.2	440	18.72
AT3G05480.1	439	18.74
AT3G05480.3	456	18.81
AT2G24790.1	294	19.08
AT2G24790.2	220	19.75
AT5G63790.1	312	21.5
AT5G63790.2	322	21.58
AT4G27680.1	398	19.52
AT4G30390.1	95	19.57
AT1G74010.1	325	19.77
AT1G51640.1	660	20.81
AT4G38092.2	99	19.27
AT4G38092.1	130	19.98
AT5G22140.1	365	19.73
AT5G22140.2	311	19.8
AT4G24320.1	395	21.35
AT5G52220.1	145	20.21
AT5G52220.2	116	19.86
AT1G74440.1	208	22.38
AT1G74440.2	208	22.38
AT5G67400.1	329	19.8
AT2G01310.1	53	19.43
AT2G17500.4	396	21.38
AT2G17500.3	396	21.38
AT2G17500.1	396	21.38
AT2G17500.2	396	21.38
AT4G21150.2	679	19.71
AT4G21150.1	691	19.69
AT4G21150.3	691	19.69
AT3G29040.1	255	21.04
AT5G28740.1	917	20.93
AT1G59930.1	132	18.05
AT4G09760.3	255	21.06
AT4G09760.2	346	21.49
AT4G09760.4	214	20.86
AT4G09760.1	346	21.49
AT2G27730.4	113	17.38
AT2G27730.1	113	17.38
AT2G27730.3	113	17.38
AT2G27730.2	113	17.38
AT3G47790.3	783	21.49
AT3G47790.2	664	21.75
AT3G47790.1	901	21.28
AT1G79190.1	1335	19.61
AT1G79190.2	1341	19.61
AT1G79250.4	555	19.68
AT1G79250.2	555	19.68
AT1G79250.3	555	19.68
AT1G79250.1	555	19.68
AT1G48550.2	324	19.82
AT1G48550.1	327	19.89
AT3G04700.1	191	18.9
AT5G27560.1	341	19.69
AT5G27560.4	341	19.69
AT5G27560.2	339	19.73
AT5G27560.3	341	19.69
AT2G39780.2	227	20.68
AT2G39780.1	259	21.13
AT1G77730.1	265	19.95
AT3G22440.1	532	19.55
AT3G53570.2	467	21.46
AT3G53570.4	467	21.46
AT3G53570.5	453	21.56
AT3G53570.3	453	21.56
AT3G53570.1	467	21.46
AT4G25860.2	380	20.64
AT4G25860.1	386	20.59
AT5G40155.1	81	20.62
AT5G42070.1	164	18.95
AT2G20470.3	532	20.28
AT2G20470.1	569	19.96
AT2G20470.2	569	19.96
AT2G10950.3	336	18.46
AT2G10950.2	336	18.46
AT2G10950.1	336	18.46
AT3G17265.1	345	21.64
AT3G63090.1	404	21.4
AT2G44500.2	422	20.4
AT2G44500.1	573	20.02
AT3G46890.1	204	19.9
AT5G13490.2	385	20.33
AT5G13490.1	385	20.33
AT1G63610.2	257	19.01
AT1G63610.3	185	19.26
AT1G63610.1	340	19.13
AT1G32690.1	200	20.02
AT5G43490.1	185	19.99
AT1G71840.1	407	19.2
AT5G22470.1	815	19.82
AT4G29460.1	187	20.01
AT4G13965.1	423	21.29
AT3G54000.3	318	19.1
AT3G54000.1	352	19.08
AT3G54000.2	301	19.62
AT5G41470.1	277	21.66
AT5G17520.2	353	22.31
AT5G17520.1	415	21.02
AT4G39240.1	375	20.89
AT3G12440.1	353	20.27
AT3G19515.2	805	20.46
