Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT1G10110.1	663.97	277.848	0.2732	0.7358	0.0841	0.1143	both
AT1G10130.1	290.62	552.189	0.0628	0.0533	0.0037	0.069	both
AT1G10170.1	1591.6	536.3163333	0.1259	0.1921	0.0209	0.1088	both
AT1G10180.1	631.66	649.331	0.1202	0.1002	0.0122	0.1218	both
AT1G10200.1	0	2341.023333	0.0868	0.0176	0.0023	0.1279	D
AT1G10210.2	0	676.644	0.1667	0.0383	0.0082	0.2144	D
AT1G10270.1	727.97	266.3215	0.078	0.2169	0.0139	0.064	both
AT1G10290.1	1001.09	1021.438	0.0765	0.0628	0.0051	0.0806	both
AT1G10310.1	815.56	703.4078611	0.0757	0.121	0.008	0.0663	both
AT1G10320.1	71.22	180.4406667	0.2052	0.3093	0.0466	0.1506	both
AT1G10340.2	0	1196.16	0.1771	0.2778	0.0339	0.1219	D
AT1G10350.1	0	733.1736667	0.1315	0.0365	0.0063	0.1735	D
AT1G10360.1	0	1297.153333	0.2035	0.11	0.0221	0.2006	D
AT1G10410.1	1553.36	1496.826667	0.1219	0.125	0.0155	0.1237	both
AT1G10480.1	0	2547.30375	0.2222	0.1495	0.0322	0.2151	D
AT1G10490.1	670.51	650.698375	0.1015	0.1028	0.0109	0.1063	both
AT1G10500.1	606.62	1883.052167	0.1842	0.1191	0.0206	0.173	both
AT1G10510.1	304.1	511.05	0.1056	0.0746	0.0088	0.1179	both
AT1G10550.1	0	827.9983333	0.1186	0.151	0.0153	0.1016	D
AT1G10560.1	0	180.2996667	0.215	0.3095	0.0448	0.1447	D
AT1G10570.2	622.32	464.9095	0.1763	0.3236	0.0394	0.1217	both
AT1G10610.1	312.22	256.521	0.1653	0.371	0.0385	0.1037	both
AT1G10650.2	2350.83	774.713	0.1515	0.1274	0.0204	0.1599	both
AT1G10670.4	2544.89	3155.12	0.1109	0.0598	0.0074	0.1235	both
AT1G10700.1	1171.33	417.6687273	0.1153	0.1126	0.0124	0.1102	both
AT1G10720.1	663.88	492.793	0.1946	0.2643	0.041	0.155	both
AT1G10740.4	4871.81	731.94	0.1025	0.1352	0.0133	0.0981	both
AT1G10770.1	16522.3	0	0.1475	0.1875	0.0214	0.1144	H
AT1G10780.1	1121.46	0	0.1706	0.263	0.0329	0.125	H
AT1G10830.2	340.7	747.9331944	0.1025	0.1249	0.0115	0.0919	both
AT1G10900.1	0	523.669	0.1209	0.0948	0.0128	0.1346	D
AT1G10950.1	2125.47	3184.44	0.0781	0.0476	0.004	0.0834	both
AT1G11020.1	1039.17	889.09	0.1419	0.0491	0.0083	0.1687	both
AT1G11050.1	0	869.7603333	0.1556	0.1175	0.0177	0.1506	D
AT1G11070.1	0	108.81195	0.4145	0.3567	0.097	0.272	D
AT1G11080.2	0	1557.1	0.1182	0.1477	0.0157	0.1066	D
AT1G11100.2	3368.49	317.8076667	0.1881	0.414	0.0475	0.1147	both
AT1G11160.1	0	180.2333333	0.1523	0.2967	0.032	0.1078	D
AT1G11190.1	0	362.1603636	0.0903	0.0526	0.0057	0.1092	D
AT1G11200.1	360.19	557.3000909	0.207	0.0934	0.0188	0.2016	both
AT1G11240.1	1383.37	978.9875	0.1652	0.2729	0.0339	0.1244	both
AT1G11250.1	4245.84	0	0.1264	0.0308	0.0046	0.1479	H
AT1G11280.4	1232.26	680.3895	0.1676	0.235	0.0305	0.13	both
AT1G11310.2	0	1504.166667	0.1083	0.2902	0.0222	0.0766	D
AT1G11320.1	1003.15	0	0.1765	0.3177	0.0377	0.1186	H
AT1G11330.2	0	1221.47	0.1247	0.0981	0.0142	0.1443	D
AT1G11340.1	0	266.6336667	0.2036	0.3013	0.0427	0.1417	D
AT1G11350.1	0	337.6156667	0.1395	0.2833	0.0284	0.1001	D
AT1G11380.1	1498.59	528.057	0.1781	0.1094	0.0183	0.1673	both
AT1G11400.3	1151.5	289.238	0.1681	0.2654	0.0335	0.1262	both
AT1G11410.1	0	636.5216667	0.1584	0.1739	0.0245	0.1407	D
AT1G11430.1	1057.43	2052.578056	0.1827	0.0923	0.0175	0.1899	both
AT1G11440.1	0	726.0683333	0.1956	0.2869	0.0431	0.1503	D
AT1G11470.1	572.3	0	1.2008	0.7277	0.3675	0.505	H
AT1G11480.2	2395.28	957.809	0.1844	0.5621	0.0519	0.0923	both
AT1G11545.1	0	1618.99	0.153	0.0514	0.0099	0.1916	D
AT1G11560.1	131.32	0	0.2796	0.2808	0.0556	0.1979	H
AT1G11580.1	0	5004.95	0.1759	0.1013	0.0175	0.1726	D
AT1G11600.1	0	247.33	0.1571	0.0652	0.0114	0.1751	D
AT1G11630.1	1447.62	271.1153333	0.1757	0.1721	0.0276	0.1604	both
AT1G11650.2	8091.45	4792.863333	0.1448	0.0904	0.0135	0.1495	both
AT1G11670.1	0	2539.76	0.1097	0.0428	0.0047	0.1106	D
AT1G11680.1	2055.28	1782.896667	0.1468	0.0498	0.0089	0.1796	both
AT1G11700.1	0	1907.353333	0.1555	0.1068	0.0161	0.1511	D
AT1G11710.1	0	75.43933333	0.1885	0.2876	0.0405	0.1408	D
AT1G11720.2	425.15	629.6249722	0.1148	0.2009	0.0191	0.0949	both
AT1G11740.1	581.38	283.3683333	0.1959	0.2834	0.0391	0.138	both
AT1G11750.2	493.82	1622.852361	0.1176	0.0643	0.0083	0.1286	both
AT1G11770.1	7271.49	0	0.2033	0.0884	0.0182	0.2054	H
AT1G11860.3	1404.1	4595.569778	0.1055	0.0467	0.0056	0.1196	both
AT1G11870.3	835.02	457.1969722	0.234	0.0906	0.021	0.2321	both
AT1G11900.1	115.01	115.534	0.2097	0.2009	0.0365	0.1819	both
AT1G11910.1	5203.15	8903.923333	0.1316	0.0859	0.0117	0.1361	both
AT1G11920.1	0	303.9976667	0.1524	0.1213	0.018	0.1483	D
AT1G11940.1	1333.51	235.8855	0.1013	0.199	0.0159	0.0801	both
AT1G11950.1	585.97	219.7979091	0.2026	0.2129	0.0385	0.1811	both
AT1G11960.1	0	343.49925	0.1451	0.1146	0.0156	0.1361	D
AT1G11990.1	2282.2	0	0.1756	0.117	0.0198	0.1694	H
AT1G12020.1	430.82	386.119	0.2529	0.2041	0.0428	0.2098	both
AT1G12050.1	0	972.645	0.1014	0.0922	0.0096	0.1045	D
AT1G12070.1	3697.53	0	0.144	0.1442	0.0186	0.1292	H
AT1G12120.1	1126.96	895.95	0.2045	0.3821	0.0488	0.1276	both
AT1G12140.2	305.52	1360.77	0.1762	0.1125	0.019	0.1692	both
AT1G12160.1	0	372.0565455	0.1747	0.2246	0.0306	0.1361	D
AT1G12250.2	0	1369.999722	0.1684	0.102	0.0166	0.1626	D
AT1G12260.1	469.78	0	0.0718	0.064	0.0055	0.0856	H
AT1G12280.1	0	517.0105	0.1795	0.3558	0.0408	0.1147	D
AT1G12320.1	0	4405.876667	0.1554	0.2048	0.0251	0.1227	D
AT1G12330.1	0	425.8953333	0.1494	0.0319	0.0061	0.1898	D
AT1G12360.1	3538.8	972.641	0.0682	0.0427	0.0034	0.0786	both
AT1G12370.2	7742.21	411.1923333	0.1473	0.1717	0.0233	0.1356	both
AT1G12410.1	871.22	2425.023611	0.1266	0.0346	0.005	0.1446	both
AT1G12450.1	4364.5	370.61	0.1656	0.1003	0.0157	0.1569	both
AT1G12470.1	761.23	639.534	0.1273	0.1464	0.0179	0.1222	both
AT1G12500.1	0	970.866	0.1399	0.0284	0.0041	0.1432	D
AT1G12520.3	988.6	2252.565	0.2038	0.2185	0.0335	0.1533	both
AT1G12550.1	2351.01	637.7266667	0.3049	0.3621	0.0687	0.1898	both
AT1G12560.1	1014.24	2585.003333	0.1744	0.1727	0.0262	0.1518	both
AT1G12580.1	0	796.0433333	0.1634	0.1327	0.0212	0.1595	D
AT1G12650.4	600.31	726.4463333	0.0965	0.1135	0.0123	0.1079	both
AT1G12680.1	1423.36	448.0146667	0.0874	0.175	0.0128	0.0734	both
AT1G12710.1	1074.23	464.9495	0.1352	0.1416	0.0193	0.1366	both
AT1G12740.2	0	661.0256667	0.1431	0.0702	0.0118	0.1688	D
AT1G12750.3	3750.18	994.793	0.2488	0.418	0.0608	0.1453	both
AT1G12780.1	2615.22	7907.495	0.0735	0.1642	0.0112	0.0684	both
AT1G12790.1	382.77	276.621	0.1352	0.2012	0.0231	0.1149	both
AT1G12830.1	1185.79	376.5155	0.2522	0.3862	0.0639	0.1656	both
AT1G12840.1	5073.43	4556.38	0.1014	0.1296	0.0131	0.1009	both
AT1G12850.1	447.47	957.1613333	0.2212	0.1401	0.0285	0.2036	both
AT1G12880.1	807.11	248.2463333	0.1617	0.295	0.035	0.1186	both
AT1G12900.4	520.3	9910.43	0.0886	0.038	0.0036	0.0939	both
AT1G12930.1	188.74	427.3976667	0.0968	0.1159	0.0109	0.0939	both
AT1G12970.1	811.27	362.4903333	0.1948	0.1952	0.0303	0.1551	both
AT1G13030.1	684.94	497.5883333	0.1887	0.42	0.0478	0.1138	both
AT1G13080.2	178.75	1198.8	0.203	0.1794	0.0302	0.1684	both
AT1G13110.1	0	1946.97	0.1784	0.1523	0.024	0.1576	D
AT1G13160.1	1026.89	311.8625	0.1208	0.261	0.0243	0.0931	both
AT1G13170.2	632.98	457.3686667	0.1158	0.1004	0.0121	0.1209	both
AT1G13180.1	1104.81	554.5625	0.0808	0.0298	0.0031	0.1037	both
AT1G13190.1	0	949.8373333	0.1235	0.1379	0.017	0.1231	D
AT1G13195.2	1054.82	605.7356667	0.1322	0.1163	0.0155	0.1335	both
AT1G13200.1	530.47	0	0.3852	0.4338	0.097	0.2235	H
AT1G13210.1	0	884.8686667	0.1459	0.0664	0.0105	0.1582	D
AT1G13250.1	0	721.299	0.1889	0.1307	0.0228	0.1748	D
AT1G13270.2	286.71	935.32	0.1473	0.1142	0.0171	0.1493	both
AT1G13280.1	0	1141.786667	0.1778	0.2127	0.0308	0.1448	D
AT1G13290.1	0	141.4363333	0.1002	0.1003	0.0115	0.115	D
AT1G13330.1	435.93	0	0.143	0.0561	0.0112	0.1993	H
AT1G13340.1	0	810.9925	0.125	0.3605	0.0296	0.0822	D
AT1G13380.1	0	1582.08125	0.2157	0.0308	0.0074	0.2413	D
AT1G13420.1	0	3225.253333	0.2312	0.2509	0.0467	0.1863	D
AT1G13440.2	6374.11	12704.45	0.1166	0.0179	0.0026	0.1466	both
AT1G13460.2	718.25	425.75	0.1827	0.0595	0.014	0.2348	both
AT1G13470.1	0	578.878	0.2081	0.4328	0.0537	0.124	D
AT1G13560.2	2764.54	1526.943333	0.1008	0.0366	0.0037	0.1009	both
AT1G13570.1	2030.86	620.621	0.1492	0.2274	0.0266	0.1172	both
AT1G13580.3	0	499.1043333	0.0937	0.0519	0.0068	0.1303	D
AT1G13640.1	815.1	1298.076667	0.1468	0.154	0.0209	0.1356	both
AT1G13650.2	0	307.12	0.3524	0.7753	0.1103	0.1423	D
AT1G13690.1	998.9	961.4996667	0.1206	0.11	0.0129	0.1173	both
AT1G13730.1	776.54	554.439	0.2469	0.2866	0.0521	0.1817	both
AT1G13740.1	0	918.8123333	0.5586	0.4419	0.1425	0.3224	D
AT1G13790.1	2486.2	0	0.175	0.3694	0.0424	0.1148	H
AT1G13830.1	0	1133.476667	0.1911	0.2263	0.0331	0.1464	D
AT1G13870.1	334.96	310.6376667	11.5088	1.0605	3.8836	3.6622	both
AT1G13880.1	1708.75	578.1366667	0.1941	0.2147	0.0357	0.1664	both
AT1G13890.1	3284.2	0	0.122	0.0922	0.0123	0.1329	H
AT1G13910.1	0	357.3146667	0.1868	0.255	0.0349	0.1367	D
AT1G13920.1	0	103.0414667	0.1619	0.277	0.0325	0.1173	D
AT1G13940.1	0	411.5553333	0.1611	0.3207	0.0359	0.1121	D
AT1G13950.1	1912.71	985.2423333	0.1487	0.0425	0.0082	0.1934	both
AT1G13960.2	718.11	1560.106667	0.1066	0.1477	0.0144	0.0972	both
AT1G13970.1	8998.74	796.9353333	0.1213	0.0375	0.006	0.1593	both
AT1G13980.2	2795.79	1583.886667	0.0998	0.0415	0.0051	0.1232	both
AT1G14000.1	1694.98	1332.213333	0.0775	0.033	0.0031	0.0928	both
AT1G14020.1	1044.15	0	0.1429	0.257	0.0276	0.1074	H
AT1G14030.1	0	583.5683333	0.1382	0.1914	0.021	0.1096	D
AT1G14080.1	0	342.6903333	0.1281	0.1169	0.0148	0.1265	D
AT1G14120.1	0	690.5383636	0.2213	0.2054	0.0395	0.1924	D
AT1G14130.1	343.1	894.8166667	0.1414	0.2267	0.0244	0.1075	both
AT1G14140.1	809.84	338.74	0.1726	0.139	0.0206	0.148	both
AT1G14150.2	100.18	1808.411278	0.2043	0.1385	0.028	0.2018	both
AT1G14210.1	600.14	2128.813333	0.1891	0.3352	0.0415	0.1237	both
AT1G14220.1	0	315.8179091	0.2341	0.1588	0.0377	0.2371	D
AT1G14240.4	361.73	377.748	0.178	0.3926	0.0431	0.1099	both
AT1G14260.2	876.54	478.4453636	0.2251	0.1528	0.0326	0.2135	both
AT1G14270.4	4099.32	1139.982111	0.1644	0.1729	0.0222	0.1287	both
AT1G14310.1	276.98	327.5463333	0.1064	0.2122	0.018	0.0848	both
AT1G14330.1	2800.66	1022.792	0.2089	0.1097	0.025	0.2276	both
AT1G14340.1	0	1146.785	0.2678	0.1618	0.0379	0.234	D
AT1G14350.2	0	477.3926667	0.1426	0.1542	0.0217	0.141	D
AT1G14370.1	0	911.5675	0.1275	0.0844	0.0116	0.1371	D
AT1G14390.1	0	210.5923818	0.179	0.2381	0.032	0.1345	D
AT1G14400.2	1858.58	4591.605	0.0595	0.001	1e-04	0.084	both
AT1G14410.1	0	749.1286111	0.1348	0.2353	0.0236	0.1003	D
AT1G14420.1	11411.41	0	0.158	0.1921	0.0258	0.1343	H
AT1G14510.1	1396.8	2340.726667	0.1281	0.0886	0.0134	0.1514	both
AT1G14530.2	1751.11	636.0065	0.098	0.1266	0.0111	0.0878	both
AT1G14550.1	0	310.2593636	0.2261	0.0733	0.0172	0.2347	D
AT1G14610.1	1908.08	1625.47	0.1356	0.1464	0.019	0.13	both
AT1G14650.2	833.74	593.9226667	0.1377	0.113	0.016	0.1417	both
AT1G14660.2	0	196.845	0.1599	0.2272	0.0273	0.1202	D
AT1G14685.3	1242.65	586.8036667	0.1686	0.0504	0.0109	0.2166	both
AT1G14700.2	0	1336.53	0.1938	0.1265	0.0234	0.1846	D
AT1G14710.2	0	553.2833333	0.1784	0.2359	0.0317	0.1345	D
AT1G14720.1	0	1898.093333	0.2074	0.1242	0.0243	0.1953	D
AT1G14730.1	0	1016.420273	0.0938	0.1069	0.0088	0.0819	D
AT1G14740.1	0	1038.470333	0.1236	0.0547	0.0079	0.1438	D
AT1G14750.2	228.83	0	0.1179	0.1847	0.0182	0.0987	H
AT1G14770.2	1350.45	0	0.2556	0.5144	0.0701	0.1364	H
AT1G14780.1	535.62	506.9563333	0.1443	0.0772	0.0121	0.1568	both
AT1G14790.1	373.09	1392.223333	0.1754	0.1484	0.0253	0.1705	both
AT1G14810.1	2028.95	1615.79	0.3343	0.466	0.0854	0.1833	both
AT1G14840.2	0	254.015	0.1109	0.0939	0.0112	0.1192	D
AT1G14890.1	0	3688.41975	0.1731	0.2119	0.0284	0.134	D
AT1G14920.1	393.61	1540.426667	0.2026	0.0991	0.0213	0.2147	both
AT1G14960.1	0	7755.023333	0.2892	0.0867	0.0307	0.3545	D
AT1G14970.1	1944.4	0	0.0981	0.1306	0.0117	0.0898	H
AT1G15020.2	894.61	310.777375	0.1323	0.184	0.0221	0.1202	both
AT1G15040.2	1060.63	0	0.2267	0.1159	0.025	0.2161	H
AT1G15110.2	823.35	1143.833333	0.3199	0.3036	0.0686	0.2258	both
AT1G15130.1	950.04	1138.156667	0.1148	0.1552	0.0164	0.1056	both
AT1G15170.1	1011.37	457.31	0.1427	0.1382	0.0163	0.1177	both
AT1G15180.2	0	405.57	0.1856	0.222	0.0302	0.1362	D
AT1G15200.4	686.1	385.1586667	0.146	0.2441	0.0288	0.118	both
AT1G15210.1	0	2470.136667	0.1374	0.0452	0.007	0.1543	D
AT1G15220.2	467.54	0	0.1288	0.1347	0.0157	0.1167	H
AT1G15260.1	0	892.97	0.1256	0.124	0.0152	0.1227	D
AT1G15280.2	295.31	565.5236667	0.2296	0.6743	0.0689	0.1022	both
AT1G15290.1	0	1584.9	0.1736	0.4132	0.0427	0.1033	D
AT1G15330.1	494.39	269.356	0.1967	0.0943	0.0175	0.1856	both
AT1G15340.2	157.96	1542.403333	0.2075	0.2383	0.0394	0.1654	both
AT1G15390.1	3847.31	527.37	0.1174	0.1256	0.0137	0.109	both
AT1G15410.1	0	1786.263333	0.1251	0.1673	0.0182	0.1089	D
AT1G15420.1	1077.82	749.024625	0.1916	0.1197	0.0227	0.1892	both
AT1G15430.2	8446.6	558.3776667	0.2377	0.0824	0.0242	0.2937	both
AT1G15460.1	1027.95	316.482	0.1438	0.1171	0.0157	0.1339	both
AT1G15470.1	3443.44	643.4733333	0.0859	0.0602	0.0055	0.0914	both
AT1G15480.1	688.52	0	0.1656	0.4556	0.0425	0.0933	H
AT1G15490.1	1349.24	323.2276667	0.1224	0.1717	0.0171	0.0997	both
AT1G15510.1	0	179.645	0.1129	0.2007	0.0191	0.095	D
AT1G15550.1	0	528.8895	0.1661	0.1795	0.0247	0.1376	D
AT1G15570.1	223.19	170.7173333	0.126	0.2369	0.0221	0.0934	both
AT1G15600.1	513.25	481.775	0.5669	0.5283	0.1586	0.3002	both
AT1G15660.1	859.36	299.45	0.224	0.6553	0.0665	0.1015	both
AT1G15670.1	279.41	3268.446667	0.1813	0.3947	0.0414	0.1048	both
AT1G15720.1	208.24	0	0.2075	0.2687	0.0426	0.1584	H
AT1G15740.1	1220.05	3946.386667	0.1048	0.1072	0.0107	0.0995	both
AT1G15750.4	1067.68	2679.6	0.0719	0.0257	0.0023	0.0907	both
AT1G15780.1	1362.59	841.5826667	0.1139	0.1198	0.0134	0.112	both
AT1G15820.1	215.78	13512.86667	0.1504	0.1709	0.0208	0.1219	both
AT1G15880.1	4003.86	1118.906667	0.101	0.0602	0.0077	0.1282	both
AT1G15920.2	5081.08	1417.96	0.3524	0.3331	0.078	0.2343	both
AT1G15950.2	0	3985.815	0.1318	0.0879	0.0112	0.1272	D
AT1G15980.1	154.06	3176.686333	0.1518	0.1592	0.0223	0.1398	both
AT1G16010.3	1058.26	1172.886667	0.1173	0.043	0.006	0.1406	both
AT1G16020.2	406.9	438.004	0.1408	0.2004	0.0227	0.1133	both
AT1G16030.1	6056.83	484.5935	0.2359	0.0598	0.0167	0.2795	both
AT1G16060.2	1036.55	526.6121818	0.1763	0.1059	0.0192	0.1808	both
AT1G16070.2	103.53	114.2626667	0.1597	0.1692	0.0248	0.1464	both
AT1G16080.1	0	1209.64	0.0782	0.0765	0.0059	0.0777	D
AT1G16150.1	0	348.1291818	0.2517	0.2992	0.0536	0.1791	D
AT1G16180.2	2715.44	4891.815	0.1194	0.0379	0.0054	0.1424	both
AT1G16190.1	326.51	343.905	0.2195	0.1253	0.0257	0.2054	both
AT1G16210.1	1179.48	1547.47	0.1983	0.0401	0.0127	0.3172	both
AT1G16260.2	0	608.7606667	0.5748	0.3016	0.1204	0.3991	D
AT1G16280.1	439.39	325.033	0.1282	0.1472	0.0175	0.1192	both
AT1G16290.1	2768.61	216.8825	0.1399	0.1585	0.0217	0.1368	both
AT1G16310.1	2019.21	1007.674	0.12	0.1176	0.0129	0.1096	both
AT1G16370.1	0	1378.576667	0.1684	0.1447	0.0213	0.1472	D
AT1G16380.1	1545.19	0	0.1448	0.1618	0.0202	0.1251	H
AT1G16390.1	0	564.0123333	0.1693	0.2018	0.0266	0.132	D
AT1G16420.1	0	167.8043333	0.2768	0.6494	0.0809	0.1246	D
AT1G16440.1	0	354.073	0.1414	0.0536	0.0091	0.1699	D
AT1G16460.4	521.09	1469.365	0.1379	0.5818	0.0387	0.0665	both
AT1G16470.2	2322.94	1571.502727	0.066	0.0233	0.0019	0.082	both
AT1G16490.1	0	208.6595	0.1359	0.195	0.0256	0.1311	D
AT1G16500.1	0	1550.74	0.1861	0.3009	0.0381	0.1265	D
AT1G16520.1	0	292.6796667	0.1692	0.296	0.035	0.1181	D
AT1G16540.1	0	183.817	0.1147	0.2923	0.0236	0.0809	D
AT1G16560.4	564.12	1544.563333	0.1233	0.1516	0.0164	0.1083	both
AT1G16610.3	1076.7	607.61175	0.2005	0.168	0.0267	0.1589	both
AT1G16670.1	0	408.261	0.1326	0.0497	0.0079	0.1599	D
AT1G16720.1	347.51	2529.13	0.1381	0.0626	0.0093	0.1482	both
AT1G16750.1	725.67	644.1683333	0.1608	0.2079	0.0259	0.1248	both
AT1G16760.1	1929.45	0	0.1294	0.1521	0.0179	0.1177	H
AT1G16840.4	1700.43	1412.5	0.1693	0.3008	0.0333	0.1108	both
AT1G16870.1	1891.06	819.96	0.1216	0.2211	0.0216	0.0975	both
AT1G16880.2	0	3942.396667	0.1347	0.1436	0.0178	0.1238	D
AT1G16900.1	720.29	563.3806667	0.1286	0.17	0.0184	0.1079	both
AT1G16920.1	607.72	1300.559545	0.16	0.0115	0.0022	0.187	both
AT1G16970.1	1270.02	387.6953333	0.1122	0.1673	0.0176	0.1053	both
AT1G17050.1	0	925.9485278	0.1266	0.1173	0.0149	0.1268	D
AT1G17060.1	0	355.4359091	0.1278	0.0721	0.0097	0.1344	D
AT1G17070.1	596.24	355.8466667	0.1527	0.1869	0.0268	0.1434	both
AT1G17100.1	1084.3	3734.669306	0.1541	0.114	0.0175	0.1533	both
AT1G17120.1	0	786.743	0.1516	0.0661	0.0109	0.1653	D
AT1G17130.2	1302.93	319.20475	0.157	0.2948	0.0333	0.1128	both
AT1G17145.1	3846.91	563.865	0.1814	0.1408	0.0264	0.1871	both
AT1G17160.2	728.57	685.9663333	0.2225	0.1925	0.0351	0.1824	both
AT1G17170.1	0	1410.528636	0.2021	0.2015	0.0324	0.161	D
AT1G17190.1	1497.73	2710.156667	0.1793	0.3438	0.0407	0.1185	both
AT1G17200.2	341.39	1882.29	0.132	0.076	0.0095	0.1254	both
AT1G17210.1	575.47	1868.833333	0.0775	0.0939	0.0078	0.0832	both
AT1G17220.1	321.57	3147.47	0.075	0.1152	0.0087	0.0755	both
AT1G17330.1	0	161.156	0.1227	0.1964	0.0201	0.1025	D
AT1G17340.1	534.51	763.037	0.131	0.2098	0.0233	0.111	both
AT1G17350.2	895.48	500.895	0.2435	0.224	0.0442	0.1975	both
AT1G17380.1	0	1041.794	0.2408	0.551	0.0663	0.1203	D
AT1G17410.2	723.45	405.0773333	0.2188	0.3677	0.0497	0.1351	both
AT1G17430.1	1074.51	424.0082727	0.1982	0.0876	0.018	0.2051	both
AT1G17440.2	544.68	773.539	0.1412	0.1544	0.0196	0.1269	both
AT1G17460.2	562.25	337.8106667	0.2526	0.6453	0.0747	0.1158	both
AT1G17470.2	1384.11	1759.22625	0.0675	0.001	1e-04	0.0917	both
AT1G17480.1	0	390.2536667	0.1437	0.1527	0.0205	0.134	D
AT1G17540.1	7962.06	0	0.1307	0.3469	0.0291	0.084	H
AT1G17590.4	0	1163.113333	0.2762	0.6423	0.081	0.1262	D
AT1G17610.1	0	277.8725	0.183	0.2926	0.0377	0.1289	D
AT1G17620.1	382.62	3134.465	0.2216	0.2411	0.0399	0.1653	both
AT1G17640.1	0	240.2093333	0.1352	0.2558	0.0277	0.1081	D
AT1G17650.1	1755.56	787.95	0.1119	0.1373	0.0135	0.0986	both
AT1G17680.2	187.79	414.4116667	0.1042	0.2537	0.0208	0.0821	both
AT1G17690.1	2300.64	927.317	0.159	0.3293	0.0362	0.1098	both
AT1G17720.2	1048.31	803.2946667	0.0974	0.0791	0.0087	0.1103	both
AT1G17745.2	219.85	5020.216667	0.2174	0.1733	0.0301	0.1738	both
AT1G17760.1	617.11	455.8923333	0.1004	0.1946	0.0163	0.0838	both
AT1G17790.1	0	249.8116667	0.1436	0.3191	0.0339	0.1062	D
AT1G17830.1	1284.75	0	0.1816	0.2728	0.0388	0.1423	H
AT1G17840.1	196.61	1468.61	0.1015	0.0219	0.0026	0.1187	both
AT1G17880.1	3374.62	2546.663333	0.142	0.1427	0.0174	0.1222	both
AT1G17890.3	0	1322.443333	0.1783	0.0439	0.0095	0.2157	D
AT1G17950.1	0	706.5086667	12.035	2.4865	4.6158	1.8564	D
AT1G17960.1	0	248.864	0.2319	0.4295	0.0579	0.1348	D
AT1G17970.1	0	658.1646667	0.2429	0.2488	0.0477	0.1916	D
AT1G17980.2	0	852.764	0.1321	0.3315	0.0299	0.0901	D
AT1G18030.2	0	340.4793333	0.1007	0.2313	0.0185	0.0802	D
AT1G18040.1	768.16	169.241125	0.0791	0.0733	0.0067	0.0908	both
AT1G18070.3	1008.34	1258.95875	0.1298	0.1077	0.0154	0.1433	both
AT1G18160.1	277.66	820.632	0.1066	0.2038	0.0184	0.0903	both
AT1G18270.3	1199.29	1446.513333	0.0971	0.1619	0.0137	0.0846	both
AT1G18290.1	0	253.913	0.2032	0.496	0.0532	0.1073	D
AT1G18330.2	0	709.4915	0.2225	0.3742	0.0518	0.1385	D
AT1G18340.1	1051.7	0	0.1413	0.0795	0.013	0.1637	H
AT1G18370.1	126.61	189.2863636	0.1116	0.1059	0.0117	0.1107	both
AT1G18410.1	1140.85	0	0.1645	0.223	0.0305	0.1366	H
AT1G18440.1	325.77	528.2265	0.1415	0.2541	0.0255	0.1004	both
AT1G18450.1	839.75	1377.18	0.0991	0.0707	0.0073	0.1034	both
AT1G18460.1	0	1013.76	0.1339	0.1418	0.0176	0.124	D
AT1G18470.2	640.83	2950.556667	0.1294	0.0837	0.0107	0.128	both
AT1G18480.1	356.4	545.769	0.1743	0.1243	0.0217	0.1747	both
AT1G18490.1	740.03	539.0895	0.1254	0.1619	0.0168	0.1039	both
AT1G18500.1	340.76	666.47	0.1401	0.0758	0.011	0.1447	both
AT1G18570.1	0	902.2226667	0.1451	0.3183	0.032	0.1005	D
AT1G18580.1	0	384.5383333	0.1421	0.1159	0.0166	0.1432	D
AT1G18590.1	0	1892.39	0.1703	0.1394	0.0241	0.173	D
AT1G18620.2	0	735.86	0.2102	0.3593	0.0495	0.1377	D
AT1G18660.4	0	635.3702778	0.0931	0.0986	0.01	0.1012	D
AT1G18690.1	240.08	267.6773333	0.1815	0.2127	0.0318	0.1496	both
AT1G18700.4	1372.46	786.906125	0.1221	0.2408	0.022	0.0913	both
AT1G18710.1	0	651.835	0.2087	0.6887	0.0622	0.0903	D
AT1G18730.4	0	1911.132806	0.129	0.1433	0.0192	0.1342	D
AT1G18740.1	0	1909.962333	0.1383	0.0823	0.0134	0.1629	D
AT1G18750.2	1759.54	370.445	0.1342	0.1453	0.0204	0.1402	both
AT1G18830.1	636.29	0	0.4216	0.5665	0.1198	0.2115	H
AT1G18840.2	462.56	584.8696667	0.2073	0.3221	0.0457	0.1418	both
AT1G18850.1	1074.28	476.736125	0.1245	0.1658	0.0184	0.1107	both
AT1G18860.1	0	204.4462727	0.2529	0.3225	0.0557	0.1726	D
AT1G18880.1	304.03	8112.203333	0.1542	0.1853	0.0233	0.126	both
AT1G18910.1	0	450.4765455	0.2023	0.1508	0.029	0.1922	D
AT1G18940.1	2828.36	684.3013333	0.2021	0.2338	0.0352	0.1505	both
AT1G18950.1	791.03	388.6646667	0.1062	0.1724	0.017	0.0988	both
AT1G18980.1	0	1899.036667	0.2146	0.1808	0.0322	0.1781	D
AT1G18990.1	4902.9	0	0.1521	0.1608	0.0228	0.1418	H
AT1G19000.2	345.71	2918.405	0.2283	0.1889	0.0349	0.1845	both
AT1G19010.2	894.23	513.6663333	0.2286	0.3061	0.05	0.1635	both
