Gene.ID	AFFY.ATH1	Protein.ID	Transcript.ID
AT5G38000	249600_s_at	AT5G38000.3	AT5G38000.3
AT5G38000	249600_s_at	AT5G38000.2	AT5G38000.2
AT5G38000	249600_s_at	AT5G38000.1	AT5G38000.1
AT5G15050	246549_at	AT5G15050.1	AT5G15050.1
AT3G50370	252207_at	AT3G50370.1	AT3G50370.1
AT3G50370	252207_at	AT3G50370.2	AT3G50370.2
AT1G80840	261892_at	AT1G80840.1	AT1G80840.1
AT5G53670	248214_at	AT5G53670.1	AT5G53670.1
ATMG00440	266013_s_at	ATMG00440.1	ATMG00440.1
AT2G23160	245077_at	AT2G23160.1	AT2G23160.1
AT4G29940	253648_at	AT4G29940.2	AT4G29940.2
AT4G29940	253648_at	AT4G29940.1	AT4G29940.1
AT4G23640	254214_at	AT4G23640.1	AT4G23640.1
AT3G09550	258720_at	AT3G09550.2	AT3G09550.2
AT3G09550	258720_at	AT3G09550.3	AT3G09550.3
AT3G09550	258720_at	AT3G09550.1	AT3G09550.1
AT3G07568		AT3G07568.1	AT3G07568.1
AT5G44630	249005_at	AT5G44630.1	AT5G44630.1
AT2G40900	245090_at	AT2G40900.1	AT2G40900.1
AT2G39140	267018_at	AT2G39140.1	AT2G39140.1
AT2G39140	267017_at	AT2G39140.1	AT2G39140.1
AT2G39140	267018_at	AT2G39140.2	AT2G39140.2
AT5G05950	250707_at	AT5G05950.1	AT5G05950.1
AT3G48670	255566_s_at	AT3G48670.3	AT3G48670.3
AT3G48670	255566_s_at	AT3G48670.1	AT3G48670.1
AT3G48670	255566_s_at	AT3G48670.2	AT3G48670.2
AT5G63810	247348_at	AT5G63810.1	AT5G63810.1
AT5G02340	251043_s_at	AT5G02340.1	AT5G02340.1
AT4G32470	253436_at	AT4G32470.1	AT4G32470.1
AT4G32470	253436_at	AT4G32470.2	AT4G32470.2
AT3G11270	256249_at	AT3G11270.1	AT3G11270.1
AT3G11270	256249_at	AT3G11270.2	AT3G11270.2
AT2G46440	263776_s_at	AT2G46440.2	AT2G46440.2
AT2G46440	263776_s_at	AT2G46440.1	AT2G46440.1
AT2G17630	263047_at	AT2G17630.1	AT2G17630.1
AT2G21105		AT2G21105.1	AT2G21105.1
AT5G24100	249768_at	AT5G24100.1	AT5G24100.1
AT4G29330	253712_at	AT4G29330.1	AT4G29330.1
AT4G29330	253712_at	AT4G29330.2	AT4G29330.2
AT2G15470	265490_s_at	AT2G15470.1	AT2G15470.1
AT2G47790	266466_at	AT2G47790.1	AT2G47790.1
AT1G71300	259939_s_at	AT1G71300.1	AT1G71300.1
AT1G71300	259939_s_at	AT1G71300.2	AT1G71300.2
AT5G48545		AT5G48545.1	AT5G48545.1
AT5G48545		AT5G48545.2	AT5G48545.2
AT5G48545		AT5G48545.3	AT5G48545.3
AT1G49490	262393_at	AT1G49490.1	AT1G49490.1
AT1G49490	262393_at	AT1G49490.2	AT1G49490.2
AT1G23645		AT1G23645.2	AT1G23645.2
AT1G23645	265166_at	AT1G23645.1	AT1G23645.1
AT3G08530	256437_s_at	AT3G08530.1	AT3G08530.1
AT1G09795	264673_at	AT1G09795.1	AT1G09795.1
AT2G19190	267436_at	AT2G19190.1	AT2G19190.1
AT5G56950	247955_at	AT5G56950.1	AT5G56950.1
AT3G22380	258444_at	AT3G22380.3	AT3G22380.3
AT3G22380	258444_at	AT3G22380.2	AT3G22380.2
AT3G22380	258444_at	AT3G22380.1	AT3G22380.1
AT2G41835		AT2G41835.1	AT2G41835.1
AT4G23590	254213_at	AT4G23590.1	AT4G23590.1
AT3G05140	259350_at	AT3G05140.1	AT3G05140.1
AT3G05140	259350_at	AT3G05140.2	AT3G05140.2
AT1G48690	256137_at	AT1G48690.1	AT1G48690.1
AT4G35620	253148_at	AT4G35620.1	AT4G35620.1
AT4G35620	253148_at	AT4G35620.2	AT4G35620.2
AT3G29750	257283_at	AT3G29750.1	AT3G29750.1
AT1G49570	261606_at	AT1G49570.1	AT1G49570.1
AT3G54500	251869_at	AT3G54500.5	AT3G54500.5
AT3G54500	251869_at	AT3G54500.3	AT3G54500.3
AT3G54500	251869_at	AT3G54500.1	AT3G54500.1
AT3G54500	251869_at	AT3G54500.4	AT3G54500.4
AT3G54500	251869_at	AT3G54500.7	AT3G54500.7
AT3G54500	251869_at	AT3G54500.8	AT3G54500.8
AT3G54500	251869_at	AT3G54500.2	AT3G54500.2
AT3G54500	251869_at	AT3G54500.6	AT3G54500.6
AT2G45130	266132_at	AT2G45130.1	AT2G45130.1
AT1G68470	260262_at	AT1G68470.1	AT1G68470.1
AT5G58400	247857_at	AT5G58400.1	AT5G58400.1
AT2G39110	266196_at	AT2G39110.2	AT2G39110.2
AT2G39110	266196_at	AT2G39110.1	AT2G39110.1
AT5G39510	249453_at	AT5G39510.1	AT5G39510.1
AT4G32660	253395_at	AT4G32660.3	AT4G32660.3
AT4G32660	253395_at	AT4G32660.2	AT4G32660.2
AT4G32660	253395_at	AT4G32660.1	AT4G32660.1
AT4G32660	253395_at	AT4G32660.4	AT4G32660.4
AT1G75580	257460_at	AT1G75580.1	AT1G75580.1
AT5G23090	249878_at	AT5G23090.1	AT5G23090.1
AT5G23090	249878_at	AT5G23090.2	AT5G23090.2
AT5G23090	249878_at	AT5G23090.4	AT5G23090.4
AT5G23090	249878_at	AT5G23090.3	AT5G23090.3
AT5G23090	249878_at	AT5G23090.5	AT5G23090.5
AT5G45920	248919_at	AT5G45920.3	AT5G45920.3
AT5G45920	248919_at	AT5G45920.4	AT5G45920.4
AT5G45920	248919_at	AT5G45920.1	AT5G45920.1
AT5G45920	248919_at	AT5G45920.2	AT5G45920.2
AT3G52760	252002_at	AT3G52760.1	AT3G52760.1
AT5G52750	248327_at	AT5G52750.1	AT5G52750.1
AT5G52750	248327_at	AT5G52750.2	AT5G52750.2
AT5G18830	249960_at	AT5G18830.2	AT5G18830.2
AT5G18830	249960_at	AT5G18830.1	AT5G18830.1
AT5G18830	249960_at	AT5G18830.3	AT5G18830.3
AT3G27460		AT3G27460.4	AT3G27460.4
AT3G27460		AT3G27460.3	AT3G27460.3
AT3G27460		AT3G27460.5	AT3G27460.5
AT3G27460		AT3G27460.2	AT3G27460.2
AT3G27460		AT3G27460.1	AT3G27460.1
AT2G38910	266199_at	AT2G38910.1	AT2G38910.1
AT3G62780	251232_at	AT3G62780.1	AT3G62780.1
AT3G28210	256576_at	AT3G28210.1	AT3G28210.1
AT3G28210	256576_at	AT3G28210.2	AT3G28210.2
AT3G47675		AT3G47675.1	AT3G47675.1
AT2G44360	267383_at	AT2G44360.1	AT2G44360.1
AT5G50720	248466_at	AT5G50720.1	AT5G50720.1
AT2G36060	263949_at	AT2G36060.2	AT2G36060.2
AT2G36060	263949_at	AT2G36060.1	AT2G36060.1
AT2G36060	263949_at	AT2G36060.3	AT2G36060.3
AT1G26400	261007_at	AT1G26400.1	AT1G26400.1
AT4G19470	254582_at	AT4G19470.1	AT4G19470.1
AT4G04360		AT4G04360.1	AT4G04360.1
AT3G25060	257103_at	AT3G25060.1	AT3G25060.1
AT2G07684		AT2G07684.1	AT2G07684.1
AT1G72980		AT1G72980.1	AT1G72980.1
AT5G51840	248378_at	AT5G51840.1	AT5G51840.1
AT4G17490	245250_at	AT4G17490.1	AT4G17490.1
AT1G59970	263731_at	AT1G59970.1	AT1G59970.1
AT2G32950	267640_at	AT2G32950.1	AT2G32950.1
AT2G32950	267640_at	AT2G32950.2	AT2G32950.2
AT3G26240	257626_s_at	AT3G26240.1	AT3G26240.1
AT3G04860	259093_at	AT3G04860.1	AT3G04860.1
AT1G11520	261872_s_at	AT1G11520.1	AT1G11520.1
AT2G24420	265664_at	AT2G24420.2	AT2G24420.2
AT2G24420	265664_at	AT2G24420.1	AT2G24420.1
AT1G30640	263222_at	AT1G30640.1	AT1G30640.1
AT1G30640	263222_at	AT1G30640.3	AT1G30640.3
AT1G30640	263222_at	AT1G30640.2	AT1G30640.2
AT2G40950	245092_at	AT2G40950.1	AT2G40950.1
AT5G21930		AT5G21930.1	AT5G21930.1
AT5G21930		AT5G21930.4	AT5G21930.4
AT5G21930		AT5G21930.3	AT5G21930.3
AT5G21930		AT5G21930.2	AT5G21930.2
AT1G26440	261013_at	AT1G26440.2	AT1G26440.2
AT1G26440	261013_at	AT1G26440.3	AT1G26440.3
AT1G26440	261013_at	AT1G26440.8	AT1G26440.8
AT1G26440	261013_at	AT1G26440.4	AT1G26440.4
AT1G26440	261013_at	AT1G26440.7	AT1G26440.7
AT1G26440	261013_at	AT1G26440.6	AT1G26440.6
AT1G26440	261013_at	AT1G26440.1	AT1G26440.1
AT1G26440	261013_at	AT1G26440.5	AT1G26440.5
AT1G51320	265140_at	AT1G51320.1	AT1G51320.1
AT5G24240	249780_at	AT5G24240.2	AT5G24240.2
AT5G24240	249780_at	AT5G24240.1	AT5G24240.1
AT1G22070	255953_at	AT1G22070.1	AT1G22070.1
AT4G25310	254053_s_at	AT4G25310.2	AT4G25310.2
AT4G25310	254053_s_at	AT4G25310.1	AT4G25310.1
AT1G26700	261275_at	AT1G26700.2	AT1G26700.2
AT1G26700	261275_at	AT1G26700.1	AT1G26700.1
AT3G55990		AT3G55990.1	AT3G55990.1
AT3G43940	252718_at	AT3G43940.1	AT3G43940.1
AT5G27607		AT5G27607.1	AT5G27607.1
AT2G40750	257382_at	AT2G40750.1	AT2G40750.1
AT3G09920	258651_at	AT3G09920.1	AT3G09920.1
AT3G09920	258651_at	AT3G09920.2	AT3G09920.2
AT3G09920	258651_at	AT3G09920.4	AT3G09920.4
AT3G09920	258651_at	AT3G09920.3	AT3G09920.3
AT3G54900	251815_at	AT3G54900.1	AT3G54900.1
AT3G16500	257232_at	AT3G16500.2	AT3G16500.2
AT3G16500	257232_at	AT3G16500.1	AT3G16500.1
AT5G25480	246904_at	AT5G25480.1	AT5G25480.1
AT3G12910	257846_at	AT3G12910.1	AT3G12910.1
AT2G05100	263345_s_at	AT2G05100.1	AT2G05100.1
AT2G05100	263345_s_at	AT2G05100.2	AT2G05100.2
AT3G18510	257724_at	AT3G18510.1	AT3G18510.1
AT1G73603		AT1G73603.1	AT1G73603.1
AT4G08876		AT4G08876.1	AT4G08876.1
AT1G55650		AT1G55650.1	AT1G55650.1
AT5G65130	247227_at	AT5G65130.1	AT5G65130.1
AT5G65130	247227_at	AT5G65130.2	AT5G65130.2
AT3G25730	257643_at	AT3G25730.1	AT3G25730.1
AT1G78180	260082_at	AT1G78180.1	AT1G78180.1
AT2G28960	266784_at	AT2G28960.2	AT2G28960.2
AT2G28960	266784_at	AT2G28960.1	AT2G28960.1
AT3G48680	252326_at	AT3G48680.1	AT3G48680.1
AT2G04842		AT2G04842.2	AT2G04842.2
AT2G04842		AT2G04842.1	AT2G04842.1
AT3G63360	251167_at	AT3G63360.1	AT3G63360.1
AT1G55928		AT1G55928.1	AT1G55928.1
AT3G18010		AT3G18010.1	AT3G18010.1
AT4G18550	254648_at	AT4G18550.2	AT4G18550.2
AT4G18550	254648_at	AT4G18550.3	AT4G18550.3
AT4G18550	254648_at	AT4G18550.1	AT4G18550.1
AT4G12000	254850_at	AT4G12000.3	AT4G12000.3
AT4G12000	254850_at	AT4G12000.2	AT4G12000.2
AT4G12000	254850_at	AT4G12000.1	AT4G12000.1
AT1G29880	256000_at	AT1G29880.1	AT1G29880.1
AT3G01250	259265_at	AT3G01250.1	AT3G01250.1
AT5G27280	246791_at	AT5G27280.1	AT5G27280.1
AT1G53645	260984_at	AT1G53645.1	AT1G53645.1
AT3G46070	252567_at	AT3G46070.1	AT3G46070.1
AT3G19120	257036_at	AT3G19120.1	AT3G19120.1
AT5G37180	249633_at	AT5G37180.1	AT5G37180.1
AT5G37180	249633_at	AT5G37180.3	AT5G37180.3
AT5G37180	249633_at	AT5G37180.2	AT5G37180.2
AT3G21305		AT3G21305.1	AT3G21305.1
AT4G37760	253039_at	AT4G37760.1	AT4G37760.1
AT3G01840	259004_at	AT3G01840.1	AT3G01840.1
AT2G20690	265389_at	AT2G20690.1	AT2G20690.1
AT4G02510	255482_at	AT4G02510.2	AT4G02510.2
AT4G02510	255482_at	AT4G02510.3	AT4G02510.3
AT4G02510	255482_at	AT4G02510.4	AT4G02510.4
AT4G02510	255482_at	AT4G02510.1	AT4G02510.1
AT5G10110		AT5G10110.1	AT5G10110.1
AT2G45580	267560_at	AT2G45580.1	AT2G45580.1
AT2G45580	267560_at	AT2G45580.2	AT2G45580.2
AT2G45580	267560_at	AT2G45580.3	AT2G45580.3
AT2G31360	263249_at	AT2G31360.2	AT2G31360.2
AT2G31360	263249_at	AT2G31360.1	AT2G31360.1
AT3G14290	258373_at	AT3G14290.1	AT3G14290.1
AT3G23090	257761_at	AT3G23090.1	AT3G23090.1
AT3G23090	257761_at	AT3G23090.4	AT3G23090.4
AT3G23090	257761_at	AT3G23090.5	AT3G23090.5
AT3G23090	257761_at	AT3G23090.3	AT3G23090.3
AT3G23090	257761_at	AT3G23090.2	AT3G23090.2
AT3G08690	258678_at	AT3G08690.1	AT3G08690.1
AT3G08690	258678_at	AT3G08690.2	AT3G08690.2
AT2G01830	263599_at	AT2G01830.5	AT2G01830.5
AT2G01830	263599_at	AT2G01830.3	AT2G01830.3
AT2G01830	263599_at	AT2G01830.6	AT2G01830.6
AT2G01830	263599_at	AT2G01830.2	AT2G01830.2
AT2G01830	263599_at	AT2G01830.4	AT2G01830.4
AT2G01830	263599_at	AT2G01830.1	AT2G01830.1
AT3G48540	252369_at	AT3G48540.1	AT3G48540.1
AT4G34750	253253_at	AT4G34750.1	AT4G34750.1
AT4G34750	253253_at	AT4G34750.2	AT4G34750.2
AT1G06240	260790_at	AT1G06240.1	AT1G06240.1
AT5G05050	250805_at	AT5G05050.1	AT5G05050.1
AT1G72330	260847_s_at	AT1G72330.2	AT1G72330.2
AT1G72330	260847_s_at	AT1G72330.3	AT1G72330.3
AT1G72330	260847_s_at	AT1G72330.1	AT1G72330.1
AT3G48343		AT3G48343.1	AT3G48343.1
AT3G54300	251877_at	AT3G54300.1	AT3G54300.1
AT3G54300	251877_at	AT3G54300.2	AT3G54300.2
AT3G54300	251877_at	AT3G54300.3	AT3G54300.3
AT5G42470	249192_at	AT5G42470.1	AT5G42470.1
AT5G51380	248456_at	AT5G51380.1	AT5G51380.1
AT4G28150	253813_at	AT4G28150.3	AT4G28150.3
AT4G28150	253813_at	AT4G28150.1	AT4G28150.1
AT4G28150	253813_at	AT4G28150.2	AT4G28150.2
AT3G36659		AT3G36659.1	AT3G36659.1
AT1G20840	262797_at	AT1G20840.1	AT1G20840.1
AT1G20840	262797_at	AT1G20840.2	AT1G20840.2
AT4G33040	253382_at	AT4G33040.1	AT4G33040.1
AT1G45050	260964_at	AT1G45050.1	AT1G45050.1
AT1G45050	260964_at	AT1G45050.2	AT1G45050.2
AT5G61770	247497_at	AT5G61770.2	AT5G61770.2
AT5G61770	247497_at	AT5G61770.3	AT5G61770.3
AT5G61770	247497_at	AT5G61770.1	AT5G61770.1
AT3G58970	251508_at	AT3G58970.1	AT3G58970.1
AT1G52500		AT1G52500.3	AT1G52500.3
AT1G52500		AT1G52500.5	AT1G52500.5
AT1G52500	262129_at	AT1G52500.2	AT1G52500.2
AT1G52500	262129_at	AT1G52500.1	AT1G52500.1
AT1G52500	262129_at	AT1G52500.4	AT1G52500.4
AT5G58750	247778_at	AT5G58750.1	AT5G58750.1
AT5G58750	247778_at	AT5G58750.2	AT5G58750.2
AT3G13010		AT3G13010.1	AT3G13010.1
AT1G10430	263235_at	AT1G10430.1	AT1G10430.1
AT1G10430	263235_at	AT1G10430.2	AT1G10430.2
AT3G01820	258998_at	AT3G01820.1	AT3G01820.1
AT2G31865		AT2G31865.1	AT2G31865.1
AT2G31865		AT2G31865.3	AT2G31865.3
AT2G31865		AT2G31865.2	AT2G31865.2
AT3G54630	251844_at	AT3G54630.1	AT3G54630.1
AT1G05670	263230_at	AT1G05670.3	AT1G05670.3
AT1G05670	263230_at	AT1G05670.2	AT1G05670.2
AT1G05670	263230_at	AT1G05670.1	AT1G05670.1
AT5G66240	247106_at	AT5G66240.3	AT5G66240.3
AT5G66240	247106_at	AT5G66240.1	AT5G66240.1
AT5G66240	247106_at	AT5G66240.2	AT5G66240.2
AT4G19990	254523_at	AT4G19990.7	AT4G19990.7
AT4G19990	254523_at	AT4G19990.4	AT4G19990.4
AT4G19990	254523_at	AT4G19990.1	AT4G19990.1
AT4G19990	254523_at	AT4G19990.2	AT4G19990.2
AT4G19990	254523_at	AT4G19990.3	AT4G19990.3
AT4G19990	254523_at	AT4G19990.5	AT4G19990.5
AT4G19990	254523_at	AT4G19990.6	AT4G19990.6
AT4G18380		AT4G18380.1	AT4G18380.1
AT4G18380		AT4G18380.2	AT4G18380.2
AT1G64110	262347_at	AT1G64110.3	AT1G64110.3
AT1G64110	262347_at	AT1G64110.5	AT1G64110.5
AT1G64110	262347_at	AT1G64110.1	AT1G64110.1
AT1G64110	262347_at	AT1G64110.4	AT1G64110.4
AT1G64110	262347_at	AT1G64110.2	AT1G64110.2
AT2G16710	265358_at	AT2G16710.1	AT2G16710.1
AT2G16710	265358_at	AT2G16710.2	AT2G16710.2
AT2G16710	265358_at	AT2G16710.3	AT2G16710.3
AT5G47050	248819_at	AT5G47050.1	AT5G47050.1
AT1G65220	263110_at	AT1G65220.1	AT1G65220.1
AT1G13635		AT1G13635.1	AT1G13635.1
AT1G13635		AT1G13635.2	AT1G13635.2
AT4G27415		AT4G27415.2	AT4G27415.2
AT4G27415		AT4G27415.1	AT4G27415.1
AT2G29080	266777_at	AT2G29080.1	AT2G29080.1
AT4G03635		AT4G03635.1	AT4G03635.1
AT5G45095		AT5G45095.1	AT5G45095.1
AT3G45720	252538_at	AT3G45720.1	AT3G45720.1
AT5G65000	247207_at	AT5G65000.2	AT5G65000.2
AT5G65000	247207_at	AT5G65000.1	AT5G65000.1
AT2G46280	266554_s_at	AT2G46280.1	AT2G46280.1
AT2G46280	266554_s_at	AT2G46280.2	AT2G46280.2
AT2G46280	266554_s_at	AT2G46280.3	AT2G46280.3
AT4G34200	253274_at	AT4G34200.1	AT4G34200.1
AT2G19870		AT2G19870.1	AT2G19870.1
AT5G35660	249708_at	AT5G35660.1	AT5G35660.1
AT3G15548		AT3G15548.1	AT3G15548.1
AT5G34908	246641_s_at	AT5G34908.1	AT5G34908.1
AT2G14210	263295_at	AT2G14210.2	AT2G14210.2
AT2G14210	263295_at	AT2G14210.1	AT2G14210.1
AT5G59800	247690_at	AT5G59800.1	AT5G59800.1
AT3G54530		AT3G54530.2	AT3G54530.2
AT3G54530		AT3G54530.3	AT3G54530.3
AT3G54530		AT3G54530.1	AT3G54530.1
AT1G54950		AT1G54950.1	AT1G54950.1
AT2G28520	264080_at	AT2G28520.1	AT2G28520.1
ATMG00850	244914_at	ATMG00850.1	ATMG00850.1
AT4G12800	254790_at	AT4G12800.1	AT4G12800.1
AT4G12800	254790_at	AT4G12800.2	AT4G12800.2
AT3G62900		AT3G62900.2	AT3G62900.2
AT3G62900		AT3G62900.3	AT3G62900.3
AT3G62900		AT3G62900.1	AT3G62900.1
AT3G54410		AT3G54410.1	AT3G54410.1
AT1G55730	264533_s_at	AT1G55730.2	AT1G55730.2
AT1G55730	264533_s_at	AT1G55730.1	AT1G55730.1
AT1G07310	261083_at	AT1G07310.1	AT1G07310.1
AT1G77230	264483_at	AT1G77230.1	AT1G77230.1
AT1G52400	259640_at	AT1G52400.2	AT1G52400.2
AT1G52400	259640_at	AT1G52400.1	AT1G52400.1
AT1G52400	259640_at	AT1G52400.3	AT1G52400.3
AT5G60580		AT5G60580.3	AT5G60580.3
AT5G60580		AT5G60580.2	AT5G60580.2
AT5G60580		AT5G60580.1	AT5G60580.1
AT5G60580		AT5G60580.4	AT5G60580.4
AT5G24790		AT5G24790.1	AT5G24790.1
AT5G48780	248673_at	AT5G48780.2	AT5G48780.2
AT5G48780	248673_at	AT5G48780.1	AT5G48780.1
AT5G41490	249305_at	AT5G41490.1	AT5G41490.1
AT3G22320	258453_at	AT3G22320.1	AT3G22320.1
AT5G22820	249865_at	AT5G22820.1	AT5G22820.1
AT5G22820	249865_at	AT5G22820.3	AT5G22820.3
AT5G22820	249865_at	AT5G22820.2	AT5G22820.2
AT2G22345		AT2G22345.1	AT2G22345.1
AT2G44440	267387_at	AT2G44440.1	AT2G44440.1
AT4G30993	253548_at	AT4G30993.1	AT4G30993.1
AT4G30993	253548_at	AT4G30993.2	AT4G30993.2
AT4G30993	253548_at	AT4G30993.3	AT4G30993.3
AT3G57440	251632_at	AT3G57440.2	AT3G57440.2
AT3G57440	251632_at	AT3G57440.1	AT3G57440.1
AT5G60260	247616_at	AT5G60260.1	AT5G60260.1
AT5G14740	246596_at	AT5G14740.1	AT5G14740.1
AT5G14740	246596_at	AT5G14740.6	AT5G14740.6
AT5G14740	246596_at	AT5G14740.2	AT5G14740.2
AT5G14740	246596_at	AT5G14740.7	AT5G14740.7
AT5G14740	246596_at	AT5G14740.4	AT5G14740.4
AT5G14740	246596_at	AT5G14740.8	AT5G14740.8
AT5G14740	246596_at	AT5G14740.3	AT5G14740.3
AT5G14740	246596_at	AT5G14740.9	AT5G14740.9
AT5G14740	246596_at	AT5G14740.5	AT5G14740.5
AT1G16430	262714_s_at	AT1G16430.1	AT1G16430.1
AT5G66760	247060_at	AT5G66760.1	AT5G66760.1
AT5G54225		AT5G54225.1	AT5G54225.1
AT1G27752		AT1G27752.2	AT1G27752.2
AT1G27752		AT1G27752.1	AT1G27752.1
AT3G09700	258716_at	AT3G09700.1	AT3G09700.1
AT2G16580	263238_at	AT2G16580.1	AT2G16580.1
AT5G47510	248808_at	AT5G47510.2	AT5G47510.2
AT5G47510	248808_at	AT5G47510.3	AT5G47510.3
AT5G47510	248808_at	AT5G47510.1	AT5G47510.1
AT5G47510	248808_at	AT5G47510.4	AT5G47510.4
AT3G50390		AT3G50390.1	AT3G50390.1
AT1G14880	262832_s_at	AT1G14880.1	AT1G14880.1
AT4G34350	253235_at	AT4G34350.1	AT4G34350.1
AT4G14368	245609_at	AT4G14368.3	AT4G14368.3
AT4G14368	245609_at	AT4G14368.1	AT4G14368.1
AT4G14368	245609_at	AT4G14368.4	AT4G14368.4
AT4G14368	245609_at	AT4G14368.2	AT4G14368.2
AT1G11190	262454_at	AT1G11190.1	AT1G11190.1
AT2G30730	267563_at	AT2G30730.2	AT2G30730.2
AT2G30730	267563_at	AT2G30730.1	AT2G30730.1
AT3G23070	257759_at	AT3G23070.1	AT3G23070.1
AT5G16950	246423_at	AT5G16950.1	AT5G16950.1
AT2G23690	267285_at	AT2G23690.1	AT2G23690.1
AT2G40710	266075_s_at	AT2G40710.1	AT2G40710.1
AT2G30925	267155_at	AT2G30925.1	AT2G30925.1
AT3G14360	258374_at	AT3G14360.1	AT3G14360.1
AT1G43100	255755_s_at	AT1G43100.1	AT1G43100.1
AT2G31265		AT2G31265.1	AT2G31265.1
AT1G26650	261273_at	AT1G26650.1	AT1G26650.1
AT5G43066		AT5G43066.1	AT5G43066.1
AT5G20300	246115_at	AT5G20300.2	AT5G20300.2
AT5G20300	246115_at	AT5G20300.5	AT5G20300.5
AT5G20300	246115_at	AT5G20300.1	AT5G20300.1
AT5G20300	246115_at	AT5G20300.3	AT5G20300.3
AT5G20300	246115_at	AT5G20300.4	AT5G20300.4
AT3G01550	259185_at	AT3G01550.2	AT3G01550.2
AT3G01550	259185_at	AT3G01550.1	AT3G01550.1
AT5G49950	248531_at	AT5G49950.1	AT5G49950.1
AT1G54420	262994_at	AT1G54420.1	AT1G54420.1
AT5G40530	249360_at	AT5G40530.2	AT5G40530.2
AT5G40530	249360_at	AT5G40530.4	AT5G40530.4
AT5G40530	249360_at	AT5G40530.1	AT5G40530.1
AT5G40530	249360_at	AT5G40530.3	AT5G40530.3
AT2G02930	266746_s_at	AT2G02930.1	AT2G02930.1
AT4G38730		AT4G38730.1	AT4G38730.1
AT4G22320	254352_at	AT4G22320.1	AT4G22320.1
AT4G22320	254352_at	AT4G22320.2	AT4G22320.2
AT2G32040	265669_at	AT2G32040.1	AT2G32040.1
AT2G32040	265669_at	AT2G32040.2	AT2G32040.2
AT5G45850	248917_at	AT5G45850.1	AT5G45850.1
AT3G58010	251559_at	AT3G58010.2	AT3G58010.2
AT3G58010	251559_at	AT3G58010.1	AT3G58010.1
AT3G03740	259341_at	AT3G03740.1	AT3G03740.1
AT3G53900	251920_at	AT3G53900.1	AT3G53900.1
AT3G53900	251920_at	AT3G53900.2	AT3G53900.2
AT3G08970	258984_at	AT3G08970.2	AT3G08970.2
AT3G08970	258984_at	AT3G08970.1	AT3G08970.1
AT1G34640	262411_at	AT1G34640.1	AT1G34640.1
AT2G13275		AT2G13275.1	AT2G13275.1
AT5G38420	264474_s_at	AT5G38420.1	AT5G38420.1
AT4G11790	254844_at	AT4G11790.1	AT4G11790.1
AT3G62620	251224_at	AT3G62620.5	AT3G62620.5
AT3G62620	251224_at	AT3G62620.6	AT3G62620.6
AT3G62620	251224_at	AT3G62620.4	AT3G62620.4
AT3G62620	251224_at	AT3G62620.1	AT3G62620.1
AT3G62620	251224_at	AT3G62620.3	AT3G62620.3
AT3G62620	251224_at	AT3G62620.9	AT3G62620.9
AT3G62620	251224_at	AT3G62620.10	AT3G62620.10
AT3G62620	251224_at	AT3G62620.2	AT3G62620.2
AT3G62620	251224_at	AT3G62620.7	AT3G62620.7
AT3G62620	251224_at	AT3G62620.8	AT3G62620.8
AT5G37910	249594_at	AT5G37910.1	AT5G37910.1
AT2G34940	267412_at	AT2G34940.1	AT2G34940.1
AT2G18720	266061_at	AT2G18720.3	AT2G18720.3
AT2G18720	266061_at	AT2G18720.2	AT2G18720.2
AT2G18720	266061_at	AT2G18720.1	AT2G18720.1
AT3G51780	246306_at	AT3G51780.1	AT3G51780.1
AT4G05130		AT4G05130.1	AT4G05130.1
AT5G11320	250389_at	AT5G11320.1	AT5G11320.1
AT5G11320	250389_at	AT5G11320.2	AT5G11320.2
AT5G63910	247300_at	AT5G63910.1	AT5G63910.1
AT2G20320	265306_at	AT2G20320.1	AT2G20320.1
AT2G20320	265306_at	AT2G20320.2	AT2G20320.2
AT3G14880	257234_at	AT3G14880.1	AT3G14880.1
AT3G14880	257234_at	AT3G14880.2	AT3G14880.2
AT2G16190	263090_at	AT2G16190.1	AT2G16190.1
AT2G16190	263090_at	AT2G16190.2	AT2G16190.2
AT1G50310	262463_at	AT1G50310.1	AT1G50310.1
AT1G50310	262463_at	AT1G50310.2	AT1G50310.2
AT4G02730	255499_at	AT4G02730.1	AT4G02730.1
AT3G45600	252591_at	AT3G45600.1	AT3G45600.1
AT3G45600		AT3G45600.2	AT3G45600.2
AT4G11175	254910_at	AT4G11175.1	AT4G11175.1
AT4G21350	254405_at	AT4G21350.1	AT4G21350.1
AT3G25573		AT3G25573.1	AT3G25573.1
AT4G25670	254050_s_at	AT4G25670.1	AT4G25670.1
AT4G25670	254050_s_at	AT4G25670.2	AT4G25670.2
AT2G27300	265621_at	AT2G27300.1	AT2G27300.1
AT1G49430		AT1G49430.2	AT1G49430.2
AT1G49430	262414_at	AT1G49430.1	AT1G49430.1
AT3G59110	251500_at	AT3G59110.1	AT3G59110.1
AT3G04570	258795_at	AT3G04570.1	AT3G04570.1
AT5G59120	247758_at	AT5G59120.1	AT5G59120.1
AT2G31800	263461_at	AT2G31800.1	AT2G31800.1
AT5G43420		AT5G43420.1	AT5G43420.1
AT1G74240	260252_at	AT1G74240.1	AT1G74240.1
AT1G74240	260252_at	AT1G74240.2	AT1G74240.2
AT3G10320	259150_at	AT3G10320.1	AT3G10320.1
AT3G02640	258480_at	AT3G02640.1	AT3G02640.1
