Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q9Z2A5	516	24.12	25.87
Q9JL26	1094	22.39	24.06
Q8BQ47	245	22.97	24.34
Q9CZU6	464	23.93	26.47
P09174	87	23.69	24.95
Q9WTZ8	129	23.79	23.69
Q8BH86	617	22.33	24.29
Q9JM54	103	22.62	24.36
F6VAN0	656	22.13	23.78
Q09PK2	339	22.86	24.95
P03940	487	24.47	26.53
O35451	699	21.41	22.36
P56657	491	24.99	27.53
Q64441	514	24.65	26.65
Q8R0S1	413	21.38	22.48
Q9D4K5	319	24.67	26
Q8R079	450	26.28	28.52
Q60952	2414	20.64	21.17
Q9D816	490	24.8	27.43
Q9D4K4	178	24.73	26.28
Q8BPY9	683	22.2	24.26
Q8K2I3	535	24.92	27.53
Q7TSF0	911	22.79	24.88
Q922J9	515	25.2	27.86
A2AM05	1397	22.1	23.66
Q6P6L0	1131	22.11	23.58
O35740	269	22.1	23
Q7TNT2	515	25.44	28.16
P97501	534	25.25	27.93
Q99LU0	199	21.36	23.38
Q7TMD7	1041	22.6	24.74
Q9CQD4	199	21.33	23.29
Q2VIS4	2362	19.84	19.29
Q6NVD9	416	20.99	22.37
P11088	336	18.66	17.95
Q505K2	1081	22.6	24.58
O55071	492	24.78	27.17
Q9CPW0	1332	23.71	26.1
Q8CB62	887	20.88	21.51
Q99P47	1310	23.49	25.82
Q8CIM7	500	25.04	27.29
P11714	504	24.26	26.39
Q06890	448	23.46	25.36
Q6P4T0	1914	22.41	24.03
P08121	1464	18.82	19.34
Q9DAS1	152	25.84	29.04
Q9CZ69	183	23.93	27.3
Q8BHN7	327	24.79	26.9
P63038	573	21.43	24.2
Q8BFZ4	434	24.29	26.73
Q9Z2H6	219	26.39	28.15
Q9DBB9	547	23.1	25.7
Q8K592	568	22.15	23.63
Q8BQZ5	211	24.33	25.64
Q80T21	1036	22.19	22.33
Q80XL6	779	24.04	26.08
Q62388	3066	23.9	26.41
Q8K371	772	20.62	20.94
Q9Z2V9	377	23.69	26
P61211	181	24.23	27.06
Q9D9D9	101	24.85	26.42
Q9Z160	980	22.72	24.73
Q9DAA3	117	24.16	26.21
P04235	173	23.21	25.85
Q9JLQ0	637	22.06	23.89
O54754	1333	23.28	25.42
Q9D4C9	354	24.55	26.85
P18572	389	22.29	24.23
P98063	991	23.89	25.83
Q7TSN2	228	23.47	25.94
O88545	324	23.55	25.88
P17426	977	22.79	25.29
Q9QXJ1	710	21.74	23.04
Q9EQC0	411	24.13	26.36
Q67FY2	1494	20.6	21.17
Q6P9Q4	1197	21.56	23.22
A2AQH4	1781	21.08	22.43
Q8VEF1	722	23.01	24.79
Q8C4A5	2259	21.01	22.39
Q61137	1302	22.84	24.74
O54827	1508	23.46	25.77
Q5XF90	1193	24.21	26.92
Q68G58	516	23.02	24.73
P97314	193	23.45	25.47
Q8BLU0	660	23.72	26.1
Q91WJ8	651	21.36	22.21
Q9Z0F4	191	22.99	25.32
Q9JM84	148	22.86	25.7
Q8VDN2	1023	23.45	26.03
Q9DAN8	128	25.38	28.09
Q80ZN5	141	26.73	29.69
Q9D269	139	25.66	28.7
Q8BGT1	649	23.48	26.05
P32766	142	24.66	27.74
Q6PIE5	1020	23.15	25.71
Q924A2	2510	20.17	21.06
Q6PIC6	1013	23.33	25.95
Q99L47	371	21.95	23.02
Q9DBC3	837	24.2	26.55
Q921L8	608	24.51	26.67
P49772	232	24.11	26.36
Q8BWQ4	767	24.53	26.94
Q9EPL2	979	22.78	24.51
E9PV24	789	22.3	24.12
P97370	278	25.18	27.92
Q99JH7	956	23.07	25.04
Q8C739	366	21.86	23.34
P16330	420	23.92	26.44
Q6P8X9	189	22.28	23.57
Q9D2L9	613	24.03	26.27
Q9EQG5	255	22.96	23.14
Q9JJ61	558	23.87	25.82
Q8VE88	497	21.24	23.2
Q9DA42	136	24.68	25.81
Q7TNF9	451	21.17	21.91
O55143	1044	23.36	25.99
Q9JJN6	81	21.6	22.69
P53996	178	22.4	23.43
Q8K0E8	481	23.8	25.81
Q91YN1	357	23.48	25.8
Q64518	1038	22.77	25.01
Q8C569	351	23.45	26.12
Q91X85	551	24.3	27.29
Q8C156	731	22.4	24.4
Q9D7N9	415	23.51	25.87
Q99LJ0	638	20.62	21.87
Q6Q477	1205	23.09	25.55
A7L9Z8	944	22.84	25.61
Q8BUG2	492	23.87	26.27
Q8C3F2	1091	23.02	24.53
Q6PAL0	825	23.02	24.71
Q9D1A2	475	23.68	26.14
P86174	541	21.5	22.55
Q9DB52	284	20.78	22.05
Q9CQQ7	256	24.04	26.39
P56383	146	22.56	25.67
Q8VCM7	436	24.38	26.86
Q9CZ05	146	22.47	23.73
Q6H1V1	669	24.66	26.78
Q9JJZ8	631	24.54	27.25
Q3UW12	575	24.58	27.05
Q9JJZ9	694	24.84	27.52
Q148W0	1251	24.93	27.67
P06728	395	21.98	23.6
D3Z3K2	276	23.88	25.86
Q9Z2G1	654	22.63	24.57
Q3TY60	332	21.1	22.48
O35372	144	28.46	32.53
Q8VBT6	942	20.02	20.32
O35089	160	28.36	32.01
Q9DAW9	330	22.59	24.9
Q3TWN3	875	23	25.41
P51910	189	25.24	28.13
Q9DA19	450	22.42	23.69
Q91V80	315	22.55	24.98
Q9JHS4	634	21.77	23.88
Q8BT14	575	22.37	24.06
Q6NSV7	578	21.86	23.07
B1AR13	137	25.2	26.87
Q9ERC8	2013	22.82	24.93
Q9JL04	1578	21.22	22.51
Q4VA61	2053	22.63	24.6
Q9DAU1	276	22.68	24.98
P00186	513	24.63	27.07
A2APV2	1086	23.11	25.1
Q64429	543	23.83	26.13
O35902	993	22.04	24.37
A2AMT1	669	20.97	21.9
Q61330	1040	22.73	24.62
Q07409	1028	23.11	25.37
Q8VHG0	560	25.31	27.91
P97872	533	24.35	26.76
Q9CYC5	348	22.02	23.44
Q0VG49	157	26.06	28.16
Q80Y39	304	22.6	22.74
O54749	501	25.18	27.49
Q6VVW9	501	25.38	27.86
Q99MU3	1178	22.91	24.54
Q9D8N1	392	20.68	22.55
Q8VD62	298	21.96	23.53
Q9D4W2	315	24.69	26.74
Q91V76	315	24.17	26.43
Q9JMA7	504	25.44	28.22
Q4VA45	678	21.35	21.67
Q80ZA7	238	23.96	26.15
Q9D937	123	22.2	23.29
P08030	180	22.99	25.56
Q9DAE7	121	22.09	22.38
Q9JIK5	851	21.96	23.7
Q64462	511	25.73	28.14
Q8BMK4	575	20.89	22.48
A2AGT5	2032	22.72	25.13
Q9WTS2	575	24.82	26.65
Q9QZS0	1669	20.24	21.26
Q9D6G9	156	25.31	28.76
Q02788	1034	21.45	22.93
Q8CCC3	530	23.67	25.87
Q504P2	267	23.88	26.63
Q7TN98	729	22.93	24.34
P55088	323	23.83	26.8
Q9D906	698	23.75	26.3
Q05306	680	20.79	21.71
Q91V08	207	25.1	27.47
Q61656	614	23.24	25.14
P0C7M9	211	24	25.29
O09174	381	22.95	25.23
Q9R0Q8	214	24.66	26.82
Q9CQG1	178	24.82	27.46
Q80ZD9	519	23.82	26.81
P40201	1711	23	24.55
O35218	782	23.27	25.46
Q99NA2	322	21.49	22.61
Q9Z100	722	23.7	25.42
Q9Z0S3	239	23.63	26.64
Q9CRA7	200	25.42	28.27
Q91V57	459	24.62	26.69
Q9WUD1	304	23.02	24.28
Q03311	603	25.06	27.53
Q8BW22	402	20.99	21.73
P68254	245	22.59	25.14
Q8BVF9	502	23.08	25.03
Q6PD03	486	24.59	26.91
Q6PD24	605	22.7	23.85
Q80W40	580	24.39	26.59
Q8BGA8	578	23.84	25.8
Q8BLB8	534	21.5	23.47
Q8CJ40	2009	19.97	20.66
P60710	375	23.65	25.85
P21570	145	24.06	25.94
Q3TMQ6	144	24.95	26.89
Q3UUE9	192	25.54	28.6
P18111	268	22.25	23.26
Q9CR34	168	23.93	25.83
Q9JJR5	212	22.87	23.91
Q0VBV7	1103	21.94	23.31
P55105	399	23.68	25.19
Q8CJ69	685	23.6	25.35
Q9DCT1	301	24.72	27.16
Q8VEB3	207	22.45	24.28
Q8VDS7	400	22.34	23.23
Q8C186	509	24.04	27.02
Q920N2	722	22.17	24.24
P31750	480	24.64	26.6
P58660	1021	21.88	22.87
Q91Y44	956	21.97	23.58
Q8CDP0	1006	24.42	26.55
Q9CZX2	791	22.15	23.51
Q9DBE8	415	24.94	27.46
Q9CVN6	235	23.49	24.74
Q5HZK1	386	22.6	24.92
Q61686	191	23.47	25.43
Q8K2J9	488	23.19	25.42
Q8CEL2	1252	24.8	27.42
Q8CH18	1146	22.31	23.61
O70355	454	23.42	25.04
Q8R149	637	21.81	22.1
Q62036	1060	21.12	21.56
Q8BHG9	167	22.39	24.06
Q9JM76	178	24.69	27.1
Q7TPQ9	414	23.51	25.48
Q8BWG8	418	22.94	25.14
Q8VDN4	314	21.87	23.06
Q8VCN5	398	23.07	25.57
Q920R0	1651	23.2	25.46
O54825	436	23.44	24.95
Q9WV72	525	23.59	26.15
P70295	410	23.32	24.86
Q9QYB5	706	22.52	24.33
Q8BGW3	223	20.98	22.43
Q61245	1804	20.14	21.16
P34927	284	23.71	25.56
Q9WUE3	222	24.94	28.31
P14106	253	22.41	24.66
O35484	448	23.72	26.65
Q9D7U6	220	24.61	27.26
P49003	452	24.37	26.33
P70160	136	22.3	24.31
P56480	529	21.72	23.93
O35207	114	21.47	23.1
Q9CWF6	721	22.92	25.46
Q66JY6	344	23.8	25.48
Q61908	68	22.32	23.71
Q6ZWX0	106	24.88	27.26
P10417	236	24.47	26.52
Q80TI0	738	23.88	25.82
Q9D187	163	21.23	22.79
Q8R146	732	23.7	25.81
P59055	597	21.4	22.68
Q6RKD8	646	22.85	25.44
Q8BGQ2	534	21.11	22.61
Q5XF89	1219	24.68	27.42
P97315	193	23.19	25.54
Q6A0A9	1112	23.03	24.7
Q6ZQK0	1506	23.41	25.76
Q8VBZ3	664	25.09	27.62
Q61176	323	22.82	25.45
Q8C6D4	421	22.84	24.49
O08691	354	23.09	25.05
Q99KR8	461	26.9	29.43
P29974	684	24.75	27.6
P09813	102	22.91	25.68
P70704	1164	24.44	27.24
Q99LJ1	452	26.41	28.89
Q9CQS3	217	23.28	25.29
P98199	1209	24.66	27.43
A3FIN4	1183	25.42	28.49
Q8C7G5	368	22.26	23.56
Q6UQ17	1335	24.5	27.14
E9Q414	4505	23.91	26.73
Q8CDM1	1040	23	24.88
Q9CVI2	245	21.65	23.27
Q80YA9	1032	23.18	24.99
Q5SUQ9	1212	23.34	25.25
Q6ZQ08	2375	23.69	25.88
Q8C5L3	540	22.59	24.54
A2APF3	636	23.42	24.21
Q8CFV2	787	21.5	22.79
P55850	896	23.07	25.25
Q61164	736	22.63	23.36
Q01339	345	24.75	26.93
Q8BHE3	372	22.97	24.66
Q9CQB5	135	24.43	27.53
Q8QZW3	608	23.19	25.25
Q9D8X5	292	24.49	27.2
Q62225	257	22.82	24.44
Q60753	203	21.07	22.66
Q8K158	407	23.32	25.29
Q80V62	1450	23.36	25.86
P47746	473	24.82	28.07
Q6ZPF4	1028	23.22	25.16
Q8CB59	589	22.23	23.22
Q06507	349	21.79	23.75
Q80W54	475	26.39	29.75
Q5M8N0	164	24.54	26.79
Q9CWT2	118	23.73	24.78
P50285	532	24.98	27.78
Q8CAA5	168	22.09	23.76
P56656	490	24.63	27.22
Q8BUM6	167	22.16	23.99
P57791	329	24.58	27.48
Q8CBC4	711	20.44	21.74
A2AIP0	273	23.69	24.84
Q6XVG2	490	24.94	27.59
Q9DAS2	200	24.69	26.93
O55127	497	24.42	26.73
Q7TSF1	1060	21.93	23.94
Q91W64	489	25.17	27.69
Q9DBG1	533	24.65	26.74
Q80XQ8	194	22.71	24.1
O35084	507	23.34	24.96
Q9ERZ6	759	22.28	24.16
P97769	203	20.19	22.17
O55111	1122	22.01	24.14
Q5XG69	665	21.46	23.13
Q8CHT6	337	23.52	25.17
P12960	1020	23.72	26.06
Q9WUL8	182	20.58	21.47
Q9Z0F5	298	27.26	29.66
P12791	500	24.49	26.9
P12790	491	24.93	27.43
O54991	1385	24.71	26.75
P97807	507	22.2	24.56
P50608	376	23.89	26.15
Q64458	490	24.82	27.55
Q8BHH8	226	25.07	28.67
Q3U2I3	975	22.34	23.96
P24456	504	24.48	26.56
Q9CRC3	126	20.33	22.46
P97399	934	15.68	17.54
Q8CDM8	764	23.36	25.37
Q9DB70	155	23.95	26.39
O54750	501	25	27.25
Q9CX25	107	21.15	21.43
Q9QXD6	338	22.91	25.84
E9Q816	493	23.68	25.67
Q80YR7	1315	20.86	22.24
Q32M26	199	20.79	22.32
P14142	509	23.63	26.65
Q80Y73	168	22.19	23.68
Q64459	504	25.18	28.05
Q99JA4	352	26.6	30.06
Q8CF31	99	23.14	25.14
Q78WH7	79	21.78	23.66
Q9WVK8	500	24.22	26.35
P11276	2477	22.56	24.23
Q62371	854	24.27	26.59
Q91WL5	508	25.01	27.29
Q99LM2	503	22.71	24.59
P21180	760	23.4	25.62
P38649	332	26.62	29.17
P82198	683	22.47	25.07
Q9EP75	524	24.85	27.05
Q7TS74	745	22	23.17
Q9QZR9	1682	20.16	20.8
P56390	79	27.79	28.23
P01029	1738	23.1	25.3
Q00780	744	21.5	22.49
P06683	548	23.57	26
P49300	304	23.59	25.71
Q68FE2	551	25.76	27.99
P84086	134	21.51	22.17
Q07456	349	23.58	25.81
O35143	106	23.13	24.21
Q91YH5	541	23.89	26.37
Q3UKZ7	152	23.42	25.27
O08997	68	22.14	25.05
Q6KAU8	623	22.21	23.82
P48754	1812	21.08	22.44
P46737	291	23.5	24.93
Q8BH51	57	23.41	26.11
Q8K1K4	746	24.88	27.85
Q9CPQ1	76	24.47	27.16
Q80Y20	664	23.65	25.7
Q6GQU0	248	22.61	23.79
Q91VR2	298	22.88	25.78
Q9D4D7	342	25.06	28.47
C0HK80	180	24.73	28.34
P24860	430	23.12	25.32
O35625	863	22.29	23.33
D3Z5L9	354	23.31	24.93
Q8VBT9	550	21.74	23.32
P48962	298	24.7	27.92
Q8BWP8	415	24.19	26.13
P0DP27	149	21.9	23.84
Q9DB34	222	21.45	23.31
P51437	172	23.21	25.4
Q5SUD9	708	23.31	25.81
Q9QZK2	820	22.84	24.38
P24288	386	23.91	26.32
Q9Z0H7	233	21.61	23.28
O88282	474	22.39	23.75
Q921K9	202	20.6	21.85
Q8CGN4	1759	21.81	23.4
P59598	1514	20.74	22.1
Q6DFW0	481	24.14	26.62
Q5BN45	167	23.11	23.7
Q9DCL2	160	23.61	25.3
Q9CWX2	328	24.52	26.4
Q9Z1W8	1035	23.64	26.49
P28352	317	23.48	25.66
Q99KN2	339	23.47	25.24
Q3TYU2	1216	24.6	27.28
P50462	194	23.22	25.23
Q3TQ03	375	22.04	23
Q3U0V1	748	20.77	21.48
Q8BQS4	339	21.32	23.28
D3Z7P3	674	23.1	25.39
A2A891	1682	22.3	23.94
Q9D9N5	185	24.9	27.25
Q9Z0H6	137	26.14	28.68
Q80Y50	1208	22.45	23.74
Q78TU8	144	23.54	23.77
Q8BVF7	265	25.25	28.8
Q9WV27	1032	23.8	26.62
Q8BIG7	262	22.55	24.64
Q6P9S7	603	24.73	26.66
Q8C7N7	257	26.31	30.43
Q80Y72	140	25.37	28.55
Q8BP78	315	24.21	25.91
P14231	290	25.1	27.62
Q9ER65	966	23.32	25.17
Q8R184	296	20.84	21.73
Q4KL13	310	25.93	28.42
Q8K2W9	541	21.4	23.01
O70302	217	24.61	27.31
Q3UY34	256	20.42	21.39
Q99ME6	356	24.41	26.3
Q00342	1000	24.28	26.55
Q571C7	2467	20.36	21.23
P56198	239	24	26.56
Q80X91	271	20.63	21.29
Q9D5U8	673	24.71	26.96
Q8BVG5	550	24.97	27.03
Q66K08	1184	23.1	24.83
Q9D2N8	638	23.56	25.08
Q7TT15	598	24.34	26.7
Q9D1K7	174	23.38	25.24
Q8K1B9	622	24.26	26.31
Q3U3E2	584	20.25	21.02
Q06335	707	22.58	23.93
O88597	448	23.22	25.16
B2RXV4	560	24.08	27.23
G5E829	1220	23.09	25.58
Q8K2Z4	1392	22.71	24.66
Q7TT23	1179	23.96	26.23
Q9R0K7	1198	23.11	25.46
Q80XR2	918	23.06	25.87
Q6DFV1	1138	24.7	27.22
Q8BWU8	499	23.39	25.45
Q3TP92	244	25.59	28.1
Q6PCW6	111	23.81	25.5
Q6NZE7	255	21.27	22.85
Q00623	264	23.05	24.66
O88870	551	25.4	27.97
Q8BGM5	508	24.48	26.96
Q8BLQ0	456	23.54	25.04
O35153	111	22.44	25.42
Q8C729	530	22.46	24.62
Q9D0V8	212	23.64	26.11
P98200	1148	24.43	27.31
O35623	118	24.36	27.53
Q9JI19	357	24.61	27.55
Q6ZWS4	160	28.51	31.97
P34928	88	23.54	26.22
Q6NS59	1506	22.67	25.06
Q05020	97	23.34	26.92
Q8BH61	732	24.25	26.64
Q07968	669	24.06	25.9
P56546	445	22.61	24.21
P55292	902	22.57	24.82
Q7TSG2	960	21.12	22.05
Q8BX07	270	23.62	25.85
Q3UL36	271	21.57	21.13
Q9JKY0	299	23.52	25.75
P83714	204	22.73	25.14
Q924S9	152	21.7	21.58
P47936	347	24.69	27.89
Q8R123	492	23.44	25.43
Q3U4G0	281	24.7	26.76
Q80YR2	744	23.19	25.17
Q9CQT6	229	23.57	24.94
Q9D6K8	151	24.28	27.43
Q9CX98	530	25.28	27.4
Q9D131	166	25.63	27.22
Q8BHR8	331	23.77	25.88
Q9D8L0	127	23.08	24.55
Q9D8Q6	235	22.66	24.22
P11087	1453	18.57	19.13
Q91VN2	117	20.81	21.89
P23188	793	22.64	24.29
Q9CQI4	244	22.63	24.33
Q8VC23	124	22	22.62
P70695	339	22.39	25.14
Q9D1Z2	194	22.67	24.19
Q03146	911	23.53	25.34
Q3UPL5	249	20.78	20.55
Q64464	503	24.98	27.8
Q6QWF9	78	21.86	24.04
Q01149	1372	18.59	19.53
P23780	647	25.03	27.78
Q8BHC9	489	24.07	25.5
Q8K0C4	503	24.61	27.14
Q99LJ5	184	24.33	27.45
Q3U962	1497	19.08	19.69
O88962	500	25.93	28.51
Q810N5	247	23.02	25.19
Q80W69	301	23.02	24.24
Q6P1I3	445	24.61	27.01
Q99M07	74	23.02	24.74
Q6P9Q6	1216	20.9	22.16
Q8BGD8	79	24.47	26.07
Q9Z140	557	23	25
Q6A044	515	21.74	23.5
Q9CXF7	900	23.25	25.36
Q6PDQ2	1915	23.09	24.6
Q8CC14	138	23.67	25.3
Q6P9S1	818	21.09	22.83
O88551	211	24.32	27.59
Q3UZA1	412	19.7	20.01
Q04646	70	22.47	25.35
Q9D4H4	968	21.56	22.38
Q9JJV1	197	23.95	25.6
Q8CGZ0	936	22.92	23.02
Q7TQF7	686	21.37	22.76
Q91X60	512	25.92	28.48
Q9R0W9	494	25.83	28.63
Q9ERK7	501	25.08	27.68
Q8BGC9	288	23.53	24.93
P55302	360	23.84	25.53
P61982	247	22.57	24.74
Q91XD7	420	22.82	24.36
Q3UX43	541	23.19	25.06
Q920H4	532	24.7	27.39
Q920P3	760	24.85	26.8
Q8C4M7	410	22.11	23.58
Q9CQH7	158	21.05	23.27
Q9ESN5	271	23.67	25.68
Q9JMG2	316	24.98	27.69
Q8VHS5	453	21.65	22.88
Q5EBP3	926	21.04	22.66
P97783	90	22.92	25.23
P51680	360	26.75	30.61
Q8K4G2	532	18.96	19.62
P10287	822	22.52	24.58
P51569	419	24.96	27.47
Q9R016	1403	24.16	26.59
D3Z291	348	24.4	26.83
Q9Z1P5	260	20.81	22.79
Q64444	305	23.96	26.22
O88738	4882	22.26	24.51
Q9QYB1	253	23.86	26.58
Q3UHL1	512	21.39	23.43
Q3U497	209	24.27	26.6
Q8CEQ0	352	25.28	27.41
Q8BTZ4	740	23.38	25.89
Q99388	208	24.69	27.36
P53995	1944	23.46	25.76
Q91W96	807	24	26.63
Q9CXE2	210	19.73	20.84
Q76LL6	1578	21.78	23.23
Q8VCE4	163	21.34	21.7
P58686	83	20.02	21.2
Q9CQC3	228	24.41	25.78
Q3V0E1	1183	22.58	23.81
Q9QZW0	1129	25.02	27.93
P98197	1187	24.91	27.59
Q9D5T0	361	23.48	25.75
Q4QY64	1826	22.07	24.04
Q8BMA3	555	22.88	24.88
Q9Z1F6	334	23.63	25.51
Q9DAI6	1403	22.6	24.59
Q08091	297	23.11	24.91
Q8K341	421	22.82	23.56
Q9CR98	138	22.11	23.31
Q61268	124	24.54	26.13
Q08093	305	22.22	24.53
P55849	886	22.99	25.18
Q9CR13	113	23.44	24.69
Q9CWL8	563	22.87	24.68
Q69ZF7	771	23.51	26.16
Q9CWN7	505	22.56	24.51
Q8VEG6	555	24.23	26.71
Q8BH15	744	22.35	24.73
P08226	311	22.29	23.04
O08795	521	21.88	22.8
P58465	276	23.66	25.83
Q91WS0	108	24.44	27.25
Q8BVM7	383	23.37	25.1
Q9Z1R3	190	23.64	25.64
A2BDP1	471	23.65	25.09
P16951	487	20.62	21.73
P81269	269	20.49	22.05
Q8QZV6	448	22.87	23.96
Q8BKE6	462	24.32	26.85
Q9R224	128	22.91	22.69
Q60765	181	22.26	23.4
Q9D6U8	155	24.2	26.39
O70191	283	21.26	22.55
Q9CX19	157	24.91	26.58
P56654	490	24.6	27.18
P56655	490	24.89	27.53
Q9WTZ9	124	22.68	22.44
Q3TZW7	114	24.02	24.89
Q91WF7	907	24.13	26.33
Q0VBN2	1207	25.73	28.38
Q8R1P4	215	24.65	26.45
Q8BLI4	958	25.05	27.37
Q6P1G6	215	22.29	23.57
P55095	180	23.82	25.43
P17257	162	22.73	23.79
Q61495	1057	22.07	24.06
Q811W2	512	23.82	26.21
Q9D995	334	23.24	25.64
Q8BGZ2	244	23.06	24.49
O88507	372	23.72	25.62
O55208	194	22.25	23.52
P51642	198	23.86	25.61
P15392	494	25.03	27.69
P20852	494	25.06	27.68
Q9CQY1	141	22.43	24.66
Q7TQC5	342	23.87	25.61
P56593	492	25.01	27.57
Q69Z26	1026	23.19	25.34
Q61362	389	24.63	27.52
Q91YI1	516	22.53	24.59
P68500	1098	22.94	24.93
Q9JMB8	1028	23.33	25.61
Q8K445	232	25.92	29.43
A2AL36	2334	21.85	23.09
P24457	504	24.47	26.53
Q3TEI4	1023	21.55	22.63
Q3KNL4	93	22.83	24.91
Q8CE97	175	23.07	24.12
Q05421	493	25.48	28.2
P33267	491	24.63	27.06
D2J0Y4	644	22.17	23.43
Q9DBX6	501	23.91	26.17
Q9JJR6	402	23.59	24.68
Q9JKJ9	470	25.92	28.67
Q920A1	309	26.77	30.51
Q64481	504	25.36	28.32
O09158	503	25.65	28.41
Q9ESG4	222	24.34	26.69
Q8R3P7	413	22.44	24.27
Q3ZRW6	464	24.36	26.32
O88833	509	25.21	27.61
O35728	507	25.96	28.44
Q8BTW8	588	22.73	24.58
Q8K389	1822	21.87	23.49
Q99N16	524	25.08	27.31
Q8CJ61	208	23.55	26.19
Q04857	1025	21.42	23.21
P56402	271	23.3	26.09
Q9D8Z6	218	24.08	26.26
Q8BT60	533	23.79	26.51
Q8BRU4	238	24.97	27.49
O08585	235	21.03	22.38
Q9CQA6	118	23.37	24.53
P19070	1025	23.87	25.79
Q91XE9	479	21.78	23.66
Q2KHK3	559	25.06	27.48
Q3UD01	97	22.66	24.76
P27699	357	20.64	21.78
Q01147	341	20.07	21.42
Q8CIT0	187	21.42	22.21
P51912	553	22.7	25.95
Q9WVM8	425	24.27	26.87
Q3U0L2	486	21.46	22.72
Q9EPL9	700	24.01	26.61
Q8BFZ3	376	23.83	26.03
Q78JT3	286	24.14	25.53
Q32Q92	419	23.86	25.69
Q7M759	288	24.14	26.65
Q9D504	279	23.09	25.77
Q8R3P0	312	24.41	26.74
Q8R420	1704	24.76	27.53
Q9JI39	715	22.68	25.19
Q9D3J5	191	24.81	27.73
P10852	526	23.2	25.8
P97288	388	25.56	28.5
Q9DCJ7	200	24.77	26.26
P31809	521	22.26	24.78
Q06770	397	24	27.05
Q8BH00	487	23.42	25.7
Q7TN33	460	21.41	23.23
Q8CDK2	862	24.35	26.51
Q3UQU0	596	22.42	24.11
Q9JJN5	457	24.02	25.95
Q3UPP8	700	22.17	23.51
Q6PFY9	485	24.76	27.05
P86793	133	22.62	24.14
Q8C6E0	343	22.45	23.73
Q8BT07	462	22.74	24.4
O89094	257	22.85	24.5
Q6PGH1	144	25.49	27.05
Q9CXL3	195	22.14	23.24
O09165	405	23.01	25.41
Q8CAB8	329	23.67	26.36
Q9DCB4	807	21.07	22.02
Q6PHN1	1016	21.53	22.07
Q8BVF4	654	21.79	22.85
Q9CR29	222	20.99	22.68
Q8R2G6	949	23.23	24.66
Q9CVB6	300	24.26	26.78
Q9DA73	370	21.65	22.62
Q8CDL9	855	24.08	25.62
Q9QYB8	725	22.14	23.8
Q3TVC7	356	21.99	23.99
Q6P9R4	1405	21.55	22.84
Q9D2C7	237	26.04	29.87
Q9JJV4	327	24	26.55
P28474	374	22.69	25.42
Q9QWV9	724	22.67	24.07
P29268	348	22.83	24.86
Q5RJF7	1116	24.05	26.44
Q5SU73	570	21.33	23.23
Q8CAK1	358	22.74	24.62
P04919	929	24.05	26.79
Q64314	382	21.29	23.2
P84078	181	24.38	27.17
P52194	611	23.68	25.6
P41183	707	22.78	24.01
Q8BIR2	672	24.17	26.81
Q9CQP3	110	22.44	22.72
Q64347	994	23.98	26.17
Q9QZM3	225	24.26	26.32
E9PZM4	1827	23.11	24.52
Q61418	747	25.04	27.81
P52825	658	24.01	26.35
Q3UIR3	748	22.75	24.57
P09690	501	24.88	27.23
P00687	511	24.76	27.2
Q03401	244	24.28	26.6
A2AIG8	502	24.12	26.29
Q9Z2L7	442	22.9	24.79
Q8BZQ2	495	24.1	25.78
Q9D2V5	384	24.33	26.54
Q9Z131	463	21.1	22.36
Q8BX37	438	25.82	27.53
P57780	912	23.51	25.22
Q9CR21	156	22.98	25.31
Q9D9L5	377	23.51	26.07
Q9JHZ2	492	24.86	28.02
Q9R157	719	23.24	25.79
P97429	319	22.73	25.25
Q7TMS5	657	24.33	27.52
P16092	822	23.41	25.51
Q6ZQK5	770	22.81	24.91
Q80YA3	547	23.79	25.87
Q0VAV2	1960	21.63	22.84
O08575	532	22.83	24.93
A2ADY9	399	21.85	23.25
P97464	746	25.43	27.8
Q05AA6	957	22.86	24.29
Q99J47	323	22.79	25.57
Q9JL27	347	25.17	27.35
Q9QY15	484	23.4	25.68
P70451	823	23.78	26.01
O88819	359	26.61	29.38
Q924Y0	387	25.14	27.68
Q7TN79	314	22.82	24.96
O35914	961	22.4	23.96
A2A3V1	959	23.46	25.13
O70370	340	24.56	27.02
P55097	329	23.99	26.5
Q7JJ13	798	21.88	23.26
O88665	651	22.35	23.94
Q3TTL0	348	23.86	26.1
Q8BVN0	290	23.44	24.95
Q9ER10	307	23.62	25.6
Q04211	158	23.82	25.88
P04186	761	23.27	25.4
Q8CC70	267	25.31	27.74
Q8K354	277	22.56	24.62
Q7TSH4	1004	21.52	23.1
O88271	295	21.05	22.53
Q14AM7	275	22.24	23.11
Q641P0	418	24.65	26.65
O35936	677	24.42	26.44
Q9CWL2	1761	22.13	23.77
Q9DBL7	563	22.64	24.75
Q6NS45	935	22.15	23.28
Q9DB20	213	22.63	25.47
O88430	92	24.35	27.06
Q8C9W3	1213	23.01	24.29
P54254	791	21.29	22.63
Q8R400	80	27.13	30
Q9QWY8	1147	22.24	24.18
Q8C3W1	322	21.24	22.14
Q8R2S8	817	21.84	23.98
P39061	1774	20.95	22.03
P55288	796	22.69	24.85
P54285	484	22.38	23.63
Q99KP3	319	23.06	25.26
P35374	363	26.56	30.06
P09581	977	23.69	26.12
Q61335	245	23.73	26.75
Q9JM83	148	22.73	25.26
