Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost	Mass	Uniprot.ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown
Ot02g03980	389919.3494	382332.67	451008.959	404856.4134	342597.9485	389975.6699	446636.8829	640674.8634	355268.9704	425977.361	425747.9842	518489.3035	582801.1906	466173.9044	392139.987	370593.4112	451694.7571	547482.9674	610336.2498	581825.9339	473845.1693	526621.9618	522941.8632	756586.5821	486816.1504	265247.1666	407485.4816	456824.1747	454463.5897	221952.4383	458310.645156667	756586.5821	0.368528188618203	327	18.8	34.748	NA	7.980184661	7.470476152	7.375332338	6.892976734	6.356364622	6.31600005	6.37477579	5.628940796	5.397283493	7.083569052	6.467206045	6.116712824	7.406770393	7.181304398	7.147310583	7.987398296	8.01163379	7.77363738	8.291994721	8.147450883	8.144011121	8.12311167	8.061061807	7.891200839	7.23444618491667	8.291994721	7.27009236374892e-07	7.27009236374892e-07
Ot02g04860	262982.0349	265911.0007	327306.7515	329211.0041	297529.4584	329510.9648	225100.5336	329048.6219	238427.4748	328878.2806	285538.2209	312169.1953	222800.7612	257459.3701	262854.6917	369255.5757	264755.6478	269937.1226	217574.9295	222065.2003	268740.7479	295479.0346	337348.7891	272843.4917	288816.7276	240662.9469	278006.0877	219932.8076	249735.3142	244884.5636	277158.91171	369255.5757	0.0452140274367435	337	19.01	37.032	NA	6.820312612	7.08207915	7.256977963	7.316769509	7.710841882	7.558186412	6.276954023	6.805805382	6.399328684	7.55719707	7.395187078	7.332098445	7.986199459	8.172429944	8.283642611	8.189476148	8.289079514	8.505149317	7.633166631	7.421091595	7.515403978	7.094975168	6.954705599	6.735667369	7.42886356429167	8.505149317	0.000126802675562476	0.000126802675562476
Ot03g00160	47600.10328	15439.71303	73523.01379	69322.83413	76006.01684	22564.00516	65500.46694	54519.17348	39855.25075	79530.10815	69380.18822	50304.15038	57473.14945	24454.11447	66717.80318	42401.04297	35978.93097	45423.20444	42373.94687	49021.43792	62936.26521	48388.54423	23368.07716	25770.65266	66767.53072	44987.10376	53972.37884	47070.10566	63949.04406	40871.05765	50182.3138123333	79530.10815	0.370525136285118	349	19.67	38.721	NA	9.469255784	7.945844987	6.925646829	9.242640803	6.529196146	6.468132352	4.867525247	6.834497808	4.560819864	4.785229772	NA	3.886260067	4.835586133	4.153785632	3.1360362355	6.72153956	5.037382464	2.962919528	6.934649637	3.098696018	1.952669123	8.458925807	5.350848295	5.166207903	5.62279547802174	9.469255784	0.0217709761425946	0.0217709761425946
Ot03g00180	11113383.49	9092472.639	10375385.29	10563674.71	10761880.38	10564011.23	10603129.83	11177436.05	9180636.307	11382462.88	10108187.56	10906422.87	10112699.92	9269695.317	9513831.128	10630261.48	9576123.477	9715577.584	11318640.94	9184412.874	9876665.396	11315841.96	10206972.06	11289375.27	11323104.43	13873621.68	9468840.466	10327430.76	9945046.455	9233049.205	10400342.4546	13873621.68	0.47275549233615	360	18.33	37.833	NA	8.021085344	8.458436315	8.285589814	7.967293631	8.383556142	8.159677357	7.888211186	5.648594147	8.387022214	5.310605421	NA	5.326037352	5.268583847	6.921592925	4.867513759	5.461614879	5.329155398	5.2790101175	7.010947172	7.239529095	7.105944132	7.501331243	7.912092309	7.900579375	6.94060883367391	8.458436315	0.000383333217548706	0.000383333217548706
Ot03g00530	52379.96032	39300.61331	31928.72457	17594.9948	50916.43662	46594.76038	48324.18776	17112.07722	23639.8912	47133.7635	48588.91441	59680.88292	48508.78169	2999.424832	28150.61671	9045.990229	9354.851532	23676.60563	55554.03663	34188.85129	15648.83769	45310.61437	58163.11619	34149.93502	35533.76768	52786.1158	24360.13285	33462.06408	30663.23026	40897.27788	35521.6485791	59680.88292	0.0628226709992476	481	17.21	53.863	NA	7.292333479	7.08547492	7.265815493	7.687238337	7.479508856	7.400794593	8.090848586	7.974046046	8.016935999	7.140309839	7.735675445	NA	5.975921401	6.682351056	6.110960456	5.198816581	5.803026715	5.27021749	5.953380804	6.285528039	6.130820271	6.615790331	6.74959804	6.92899072	6.82062536943478	8.090848586	7.43962731499154e-07	7.43962731499154e-07
Ot03g00690	1650993.782	1412861.526	1342343.093	1262413.318	1719604.551	1516299.99	1649416.659	1845757.111	1105393.12	1558843.609	1465559.214	1602797.191	1320283.192	861223.0159	1121615.9	765938.9939	1361731.954	1234223.162	1358285.273	1327587.001	1196604.541	1379817.42	1383453.699	1823970.607	1493436.238	1267074.676	1129073.441	1103579.475	1251982.253	1324783.365	1361231.57902667	1845757.111	0.0230705589518954	476	19.12	52.046	NA	8.213174762	7.64882019	8.048198897	7.757595137	7.481235434	7.855280642	6.45545198	7.874916417	8.418928098	6.669993378	7.16874103	7.108876113	7.666191526	8.218107571	8.447660004	7.829775196	8.276900264	8.23871216	7.924668923	8.436123067	7.890042128	7.99168074	8.240330141	8.143439246	7.83353512683333	8.447660004	0.00897065395524469	0.00174829192059022
Ot03g00830	4837533.865	4738452.57	5858494.594	5827690.88	5822572.042	5339807.653	4566583.399	5972078.351	4877688.208	6066624.585	4921510.767	6213695.155	3770020.315	5245018.447	5054509.044	6451815.264	4918684.475	5023947.705	3798018.314	4378930.362	4948288.224	5098331.018	6160501.632	5291190.798	4926487.031	5306069.218	5429572.378	4139099.967	4218185.954	4636495.178	5127929.9131	6451815.264	0.107636793816798	443	19.56	48.075	NA	7.99919875	8.076351211	8.055645804	7.656133865	7.514221808	7.834582064	7.041054307	7.46748936	7.804245788	8.162101826	8.009499437	8.040651242	7.720919437	7.832491793	7.7583368	8.072390392	8.087176504	8.201776782	7.922214663	7.959485543	7.76283544	7.702034242	7.987984028	7.90148054	7.85709590108333	8.201776782	0.140558173340237	0.140558173340237
Ot03g00850	59300.05203	56367.10284	22891.39768	28030.62568	30873.75586	32184.79913	41419.90567	78390.25257	26368.18756	38952.18892	41021.0167	29600.27422	83845.39441	59175.17521	33793.31929	24804.26927	97255.67308	31356.7261	66146.5702	60239.51349	36698.04536	44480.67485	51544.0053	51785.88785	68060.51681	98178.44412	24125.87884	39110.40161	69765.45856	73715.83962	49982.711761	98178.44412	0.0326190160827764	119	18.46	12.785	NA	7.793704743	7.64450398	7.733908053	7.987034649	7.788880383	7.71640031	7.447031394	7.1357108	7.325955533	7.916277105	7.565416343	7.573831704	8.129549805	7.916289705	7.943430284	8.288446744	8.029624273	7.970119809	8.127692072	7.829104306	7.872290947	7.832330455	7.631283362	7.759251919	7.78991952825	8.288446744	2.13600675689374e-05	2.13600675689374e-05
Ot03g01430	370931.7824	334905.0866	405781.5016	351394.9779	426102.2708	341468.2974	320701.1836	292474.9195	312375.3401	320912.4349	426562.905	355852.7145	387765.7188	262920.3881	294270.8673	382720.6334	356284.8452	385049.8749	360412.2525	430838.9169	308505.7162	395327.2602	405620.5917	381541.0732	298029.9669	478199.3895	275294.7166	373680.6201	364382.09	464359.9938	362155.610986667	478199.3895	0.0224233719187549	1103	20.46	122.702	NA	7.568365135	7.456037463	7.289257994	7.363872883	7.264112183	7.069046727	6.935007626	7.26252429	7.165553324	6.834578165	7.32354716	7.366766168	7.671474603	8.072083638	8.204609044	7.94297911	8.41129723	8.726262872	7.413593043	7.514360971	7.420498301	7.105658126	7.259510483	7.410159594	7.50213150554167	8.726262872	3.10681837276815e-05	3.10681837276815e-05
Ot03g02770	2360855.582	2396657.26	2888706.145	1842310.892	2166949.755	2236726.464	2081359.603	2726771.518	2075794.888	1927245.063	1712008.569	2447627.902	1965797.658	3263703.704	2017055.065	2232576.527	1681564.389	1847799.293	1596231.9	2304536.161	1740065.121	2358728.51	2125869.936	1890041.567	1977221.344	2589821.137	1804321.37	1751176.936	1558487.176	1953336.625	2117378.26866667	3263703.704	0.0478599122212819	244	19.48	27.594	NA	6.285131402	6.242205601	6.105958718	7.658967132	NA	8.005177181	7.993386487	NA	8.203968548	7.908144145	8.176981105	NA	6.601650924	6.02503082	6.277574588	4.616311528	4.071586674	4.430634108	3.163159032	2.141429545	1.679846416	3.400216273	2.80969087	2.551595431	5.44517364419048	8.203968548	7.24665783214047e-07	7.24665783214047e-07
Ot03g03160	604693.8098	737988.1782	867153.019	670223.9608	763304.1046	687289.6909	649528.2739	905595.7377	845390.722	906666.2732	534382.3947	639158.5381	666266.3221	916125.0516	942528.4948	897327.2766	739545.4938	628100.1834	636043.6815	879655.3446	951116.7787	976578.8671	878629.7751	880794.5001	784092.0287	715225.751	871941.8188	823082.5427	748097.4848	454894.3556	773380.681796667	976578.8671	0.00146449323329171	342	20.39	38.229	NA	5.154973582	3.769581441	3.886626676	3.704540227	2.60527407	2.630615508	5.950549416	3.381032319	3.443590218	8.303411342	7.7229204	7.998758608	8.05328353	7.98970127	8.064614609	7.74276056	7.574799381	7.921875643	7.849372104	7.72637749	7.965848608	7.298114931	6.362688917	6.58464908	6.23691499708333	8.303411342	0.00606644069153427	0.00606644069153427
Ot03g04210	179047.143	145313.7748	217847.0091	166773.9135	187804.7283	173875.0539	183681.1006	261516.2241	197315.0016	264799.3175	153241.7195	179313.8503	181298.6549	13162.82208	189502.1401	8802.710294	140807.3018	221369.7621	187056.8333	221526.3103	206563.7597	231962.4037	25495.13066	262472.1774	205356.4524	144155.5598	168452.4892	159445.6661	196045.4063	134583.5047	173619.5973678	264799.3175	0.7782826035418	310	22.58	35.295	NA	7.359869448	7.813385789	8.0223418225	7.529402879	7.707381199	8.404686099	7.753907675	7.998149155	8.028046315	7.740217529	7.479168718	7.529664678	7.717064615	7.194459923	7.4533438935	7.717861935	7.74818822	7.238191388	7.643917741	7.248492813	7.4201923	7.853280382	7.677461953	8.414855594	7.695563836	8.414855594	0.0654729448024512	0.0654729448024512
Ot03g04270	1115946.437	1097853.886	1581367.819	1075402.264	1741698.972	1135140.632	1318120.626	1252566.103	981007.9499	1593761.133	1328907.56	1556930.482	974406.6382	699628.3569	1142901.091	727542.2426	877020.9262	998814.8563	886781.6404	914819.0403	899630.2034	1525271.692	748515.2331	961579.4395	1290081.246	694537.0033	1056956.148	1046862.316	925812.5072	522558.6793	1089080.77078667	1741698.972	0.745452841477934	716	19.35	78.722	NA	6.936643123	7.425391359	7.182218039	6.996377522	7.618971525	7.327342036	6.914537369	7.429978428	7.28555136	6.902315018	7.470707117	7.578509191	6.822427491	7.429871657	7.408228273	7.397779026	7.836301851	7.658202882	7.836820592	8.225786888	8.563481378	7.508718196	7.649486456	7.813040921	7.46744532075	8.563481378	0.00225725998843811	0.00225725998843811
Ot03g04400	220301.1009	174813.1528	237091.7637	170829.7732	475968.3827	175963.148	150871.6781	242492.3576	162171.6842	268101.1069	168250.3021	231612.8646	274245.5865	146472.8734	233509.3532	147386.1454	178440.1448	140070.5308	180340.5088	160713.4854	156808.3842	251386.3655	181638.3883	203711.8755	314040.7559	212766.7637	185879.1	173370.7113	185789.4766	147893.0016	205097.69219	475968.3827	0.811214103509505	157	18.91	17.264	NA	7.084442093	7.130221229	7.167079194	7.338543547	7.121077293	7.178365743	7.560357144	7.195344048	7.187501042	8.310316942	8.023247437	8.810509018	7.885218155	7.93292412	8.273974801	7.773621846	7.792442809	7.696641515	7.507422113	7.479465842	8.060547331	7.244967605	7.354989374	7.235557377	7.59769906741667	8.810509018	0.00376378120071953	4.91170732131227e-06
Ot03g04500	215548339.3	157193113.5	189181996.9	160951071.9	200852891.2	195689675.7	205085230	199404966.3	142285938.5	197039836.8	178495640.4	241670864	199746426	181949073.8	156278268.8	168373359.1	183134319.4	191325322.1	190579781.9	167859018.8	139140761.6	190192338.8	213784259.7	225074795.3	207230643.9	92361676.09	162552392.6	170991676.1	172725710.2	115926233	180420854.056333	241670864	0.000410769907793743	257	17.21	26.635	NA	7.022724035	7.161783502	7.107058646	7.083760151	7.111162408	6.817618038	6.799151722	7.538481711	7.626147593	6.761494524	6.98146553	7.183628931	6.73730378	7.309937773	6.95605142	6.979123772	7.425462178	7.031017945	6.89119603	7.402072137	7.688950932	6.822108695	7.297011237	6.920754145	7.11064445145833	7.688950932	0.867304774105432	0.867304774105432
Ot03g04520	13344.96686	80379.72549	269837.5696	181152.9776	24353.07087	22161.1803	5612.739769	155877.4878	399942.1543	211466.8085	29360.65906	21669.22017	5497.46101	140898.6836	321542.809	176552.1836	10976.4395	10231.31273	4147.487108	142061.0821	252552.8187	123206.1839	11971.13952	2889.105238	11213.83469	151246.3508	284792.5008	109725.634	16195.04669	7128.767625	106599.580031	399942.1543	8.91237665866297e-07	409	19.43	44.859	NA	7.498199982	8.60565138	8.314023795	7.908474478	8.30232835	8.794079055	7.710058185	8.248423741	7.93288192	8.286459014	8.039124532	7.78056688	7.910886309	8.005489427	7.453369496	8.106531409	8.566396409	7.653184091	8.243313186	8.406399893	8.509780626	8.239371326	8.629548735	8.768286557	8.16303453233333	8.794079055	0.0352294827442673	0.0352294827442673
Ot03g04960	562000.4551	23291.23042	39526.60441	127919.9905	446528.1089	613294.5656	501622.2338	43312.13441	39709.69277	101254.9417	392765.9384	563986.6067	589833.0548	35576.17507	45053.73799	88917.09888	497872.2603	487323.6362	503659.1857	15973.96098	36104.81214	121382.9161	614278.1531	741427.3026	619231.5381	29710.83284	35715.32241	131979.7716	480360.7661	653563.3452	306105.879094	741427.3026	7.68026930588456e-07	88	18.88	9.622	NA	7.195920711	7.187404145	7.232670611	6.454562028	6.726112754	6.508318318	6.417118822	6.217910299	5.947940167	6.011963736	5.968884021	5.726600939	7.906034664	8.174198489	7.909602175	8.236584324	8.342404669	8.196468631	8.148716555	8.150551097	8.380838381	7.727469048	7.51456896	7.637047294	7.24666211825	8.380838381	3.62098631334741e-05	3.62098631334741e-05
Ot04g00070	363065.4972	421329.8475	299653.3892	237555.1818	323163.4279	397317.6483	498688.7234	437885.9223	368295.6305	507127.6594	341737.698	387973.829	420497.4187	555451.3806	319893.8958	330995.0103	363717.1962	321562.7447	437304.677	393450.8585	337217.979	486041.3048	390973.94	582930.7384	459868.8223	18650.30571	277152.2991	449908.5143	359163.0742	342024.5034	381019.970583667	582930.7384	0.171388753269631	307	18.93	32.969	NA	7.649558223	8.014387833	8.37442176	6.904151286	6.758404552	6.617321551	NA	6.80232354	6.637366518	7.145215886	6.652724064	6.626480979	8.170214949	8.355903438	8.263847163	8.64527923	8.734732353	8.567424891	8.350832949	8.073206088	8.619430731	7.814722871	7.968422529	8.127886115	7.73366345647826	8.734732353	7.15360149884821e-07	7.15360149884821e-07
Ot04g00130	6973606.151	6160515.724	8932079.67	8408155.743	8643012.218	7796408.656	7343497.516	7300528.172	6439549.814	9635594.69	8757667.508	8939970.447	5647046.52	7381443.574	6903820.953	9541368.29	7689954.938	7484692.442	6241227.427	6453527.003	6087565.188	8103144.763	9320615.99	7164703.988	6667510.828	6233316.869	7045321.781	7841370.246	7410721.457	5241390.238	7459644.29346667	9635594.69	6.36864373349277e-07	190	18.08	20.444	NA	6.23725335	5.912575829	5.741674407	6.055159974	5.078560194	5.402805432	7.95656668	7.264206617	7.084896021	7.976322198	8.116801609	8.452340554	7.908958013	7.877808675	7.690712422	8.147866619	7.806194906	7.902885562	7.782541922	7.926427678	8.071801554	7.278753947	6.927570379	7.010295838	7.23379084916667	8.452340554	0.00268707728662886	0.00268707728662886
Ot04g00370	46336.22905	62866.5181	267105.615	389464.6807	327480.9158	111519.0931	35448.93294	70708.59847	178811.6634	383252.5479	301381.2152	99063.59106	41478.30718	38828.01244	222997.7632	452583.3577	306246.2192	84406.75109	34729.05197	61119.66913	199749.9885	398232.0136	459672.0596	72828.72907	27698.93136	53393.84838	252013.5175	329036.1132	243593.5093	81064.29317	187770.391210333	459672.0596	6.7062168635313e-07	546	18.29	59.408	NA	6.724814509	6.523953455	6.381687354	6.51270773	6.325045401	6.500939268	7.766428046	8.03003202	8.046237232	7.4394187	7.847149074	8.059817472	7.577901361	7.582862949	7.58980262	7.773883567	7.691737607	7.678621203	7.636972585	7.598405209	7.727631362	6.942510574	6.729425613	6.856036019	7.31433420541667	8.059817472	0.00345920676751425	0.00345920676751425
Ot04g00440	2187659.316	1885300.508	2703446.885	2280868.858	2366320.221	2019208.018	1987493.607	2389816.815	1752640.431	2426575.645	2083336.408	2375127.576	1535501.51	2115635.465	2029468.037	2480814.698	2280922.091	1836044.454	1510473.977	1649413.623	1926796.353	2176457.767	2588191.112	2135856.201	1849077.82	2265670.121	2199603.834	1879045.08	1950181.047	2007340.973	2095809.61503333	2703446.885	0.0715008196811396	271	17.99	28.568	NA	8.281976135	7.6317199675	7.611827255	8.277650443	7.76201908	7.994341035	7.519975488	7.444152927	7.209638608	7.089598061	6.762092431	6.861133417	6.011315869	5.244805344	5.374877371	5.92717177	4.798640967	5.2297351095	6.881377192	5.429739385	5.992312957	7.591135679	6.989022361	7.03469448	6.7896230555	8.281976135	8.80592547992173e-07	8.80592547992173e-07
Ot04g01570	287678.6416	231057.6002	274671.3146	318244.1467	353698.0508	357598.6486	398001.4649	221983.9029	274728.588	289225.4199	292753.3112	276338.092	246067.9158	263732.7935	241765.1221	294847.2006	262196.7238	324953.781	207764.2911	202016.9732	250245.643	266259.4827	313100.8678	284659.9701	284996.5232	218891.1813	237170.0977	205835.8519	238416.2714	270402.907	272976.759286667	398001.4649	0.0103494707218239	1222	20.17	136.153	NA	7.704655688	7.45664479	7.575883446	7.394736024	7.308568725	7.413137271	7.125553046	7.523327948	7.363822054	6.800498721	7.201764124	7.171396261	6.640307928	6.593024768	6.856169811	6.776415829	6.756810001	6.935107737	7.682396973	7.741295828	7.727297705	7.760748102	7.728386446	7.710807757	7.28953154095833	7.760748102	7.77172797849919e-07	7.77172797849919e-07
Ot04g02130	633274.0457	550436.7497	698830.4763	791928.9555	731371.4577	697362.5013	708829.7312	693519.5211	656837.8296	778262.3059	661490.7576	766398.3726	588390.8885	640016.2994	674188.9109	933822.733	762474.2701	729114.384	539331.0903	608252.002	606039.7332	814823.1653	755640.9725	819365.9004	718775.6279	570053.3066	654517.0344	644697.5526	650503.6076	623270.3091	690060.683066667	933822.733	0.000442084869972628	1125	21.07	126.373	NA	7.860999935	8.250025861	8.260624128	7.750751056	7.65991037	7.861763993	6.405860424	6.76573402	6.873816458	5.725073355	6.79183741	6.866533418	6.14696012	5.919667209	6.021915214	6.605158144	6.388583852	6.433774286	7.19153362	7.50339787	7.524437165	7.99099087	7.998285735	7.984349492	7.11591600020833	8.260624128	1.14677590590888e-06	1.08495946803717e-06
Ot04g02510	77110533.39	72296358.8	115290196.3	102047958.2	102038812.5	92814610.16	68553903.43	87203164.68	94658420.57	117947818.3	89478774.73	106252125.7	69655359.55	90741800.35	93504664.52	115584780.8	90575516.81	84817256.74	61022028.88	76090915.34	85492649.97	97154747.96	108804589.7	91809750.81	78071138.65	80378999.38	101335803.6	89372806.31	78727727.05	84797659.32	90121029.0833333	117947818.3	8.95367676543305e-07	416	19.42	45.459	NA	4.850889991	4.600300071	3.993321581	5.436338913	5.283436256	4.847109682	5.961609986	5.83097984	6.02288552	8.19666275	7.982890682	7.833081533	8.637303021	8.925208006	8.808482193	8.95146133	8.999109771	8.798491405	7.50122231	6.978340005	7.31034206	5.919546233	5.24092425	4.963256126	6.74471639645833	8.999109771	7.9384084998601e-07	7.9384084998601e-07
Ot04g02970	800930.4389	786940.309	905395.9495	750264.8902	876336.7898	773514.1158	829731.0825	1022727.187	867684.7421	859662.2823	740528.384	857915.7872	730090.4417	116355.2976	851700.4235	134247.0987	632773.3753	570865.9077	633385.5639	1168566.206	944423.1884	829079.9832	199931.1264	940642.8187	862114.1284	765078.5871	788886.1348	743749.5898	746917.7631	588425.5047	743962.16991	1168566.206	0.0303040797686646	216	20.94	24.495	NA	7.64735204	7.627439162	7.815591374	7.604318576	7.437895517	7.445255712	6.151947642	6.067078963	6.185544475	7.146944316	6.932953191	7.015206786	7.155694689	7.310786203	7.233794972	7.398147111	7.378879904	7.457104036	7.443097823	7.563857587	7.582415746	7.692223992	7.788588369	7.974212861	7.294013793625	7.974212861	0.00017633950588398	0.00017633950588398
